station,wind_speed,wind_direction,timestamp
VVTS,5.75,110,1589589000
VVTS,3.45,,1589590800
VVTS,2.3,200,1589592600
VVTS,2.3,,1589594400
VVTS,2.3,340,1589596200
VVTS,6.9,,1589598000
VVTS,5.75,210,1589599800
VVTS,3.45,160,1589601600
VVTS,3.45,,1589603400
VVTS,3.45,,1589605200
VVTS,3.45,,1589607000
VVTS,4.6,,1589608800
VVTS,5.75,180,1589610600
VVTS,4.6,180,1589612400
VVTS,2.3,,1589614200
VVTS,3.45,,1589616000
VVTS,8.05,150,1589617800
VVTS,11.5,80,1589619600
VVTS,4.6,160,1589621400
VVTS,9.2,40,1589623200
VVTS,8.05,60,1589625000
VVTS,10.35,110,1589626800
VVTS,5.75,,1589628600
VVTS,5.75,190,1589630400
VVTS,8.05,180,1589632200
VVTS,6.9,170,1589634000
VVTS,8.05,170,1589635800
VVTS,4.6,140,1589637600
VVTS,6.9,160,1589639400
VVTS,6.9,150,1589641200
VVTS,6.9,170,1589643000
VVTS,5.75,160,1589644800
VVTS,6.9,170,1589646600
VVTS,5.75,180,1589648400
VVTS,5.75,180,1589650200
VVTS,4.6,160,1589652000
VVTS,4.6,180,1589653800
VVTS,4.6,160,1589655600
VVTS,4.6,150,1589657400
VVTS,5.75,170,1589659200
VVTS,5.75,180,1589661000
VVTS,4.6,180,1589662800
VVTS,4.6,180,1589664600
VVTS,3.45,190,1589666400
VVTS,3.45,170,1589668200
VVTS,4.6,180,1589670000
VVTS,4.6,220,1589671800
VVTS,6.9,190,1589673600
VVTS,6.9,200,1589675400
VVTS,6.9,200,1589677200
VVTS,6.9,220,1589679000
VVTS,4.6,210,1589680800
VVTS,5.75,190,1589682600
VVTS,5.75,210,1589684400
VVTS,3.45,,1589686200
VVTS,3.45,,1589688000
VVTS,6.9,110,1589689800
VVTS,4.6,,1589691600
VVTS,5.75,160,1589693400
VVTS,4.6,,1589695200
VVTS,3.45,,1589697000
VVTS,3.45,190,1589698800
VVTS,6.9,180,1589700600
VVTS,10.35,190,1589702400
VVTS,13.8,190,1589704200
VVTS,12.65,250,1589706000
VVTS,8.05,260,1589707800
VVTS,8.05,230,1589709600
VVTS,5.75,210,1589711400
VVTS,4.6,200,1589713200
VVTS,4.6,200,1589715000
VVTS,4.6,220,1589716800
VVTS,5.75,220,1589718600
VVTS,6.9,190,1589720400
VVTS,6.9,220,1589722200
VVTS,6.9,220,1589724000
VVTS,6.9,210,1589725800
VVTS,5.75,230,1589727600
VVTS,4.6,250,1589729400
VVTS,4.6,260,1589731200
VVTS,5.75,220,1589733000
VVTS,5.75,250,1589734800
VVTS,6.9,240,1589736600
VVTS,5.75,220,1589738400
VVTS,6.9,220,1589740200
VVTS,6.9,200,1589742000
VVTS,5.75,200,1589743800
VVTS,4.6,210,1589745600
VVTS,4.6,220,1589747400
VVTS,4.6,220,1589749200
VVTS,5.75,220,1589751000
VVTS,4.6,220,1589752800
VVTS,2.3,220,1589754600
VVTS,2.3,260,1589756400
VVTS,2.3,,1589758200
VVTS,4.6,230,1589760000
VVTS,4.6,240,1589761800
VVTS,5.75,250,1589763600
VVTS,5.75,260,1589765400
VVTS,4.6,300,1589767200
VVTS,3.45,260,1589769000
VVTS,3.45,,1589770800
VVTS,2.3,,1589772600
VVTS,4.6,280,1589774400
VVTS,3.45,,1589776200
VVTS,4.6,,1589778000
VVTS,3.45,,1589779800
VVTS,5.75,240,1589781600
VVTS,4.6,240,1589783400
VVTS,3.45,,1589785200
VVTS,3.45,,1589787000
VVTS,3.45,,1589788800
VVTS,6.9,160,1589790600
VVTS,9.2,170,1589792400
VVTS,12.65,170,1589794200
VVTS,12.65,170,1589796000
VVTS,14.95,180,1589797800
VVTS,12.65,180,1589799600
VVTS,13.8,170,1589801400
VVTS,11.5,170,1589803200
VVTS,11.5,160,1589805000
VVTS,10.35,180,1589806800
VVTS,10.35,180,1589808600
VVTS,10.35,190,1589810400
VVTS,8.05,190,1589812200
VVTS,10.35,180,1589814000
VVTS,8.05,200,1589815800
VVTS,9.2,200,1589817600
VVTS,6.9,210,1589819400
VVTS,6.9,200,1589821200
VVTS,6.9,200,1589823000
VVTS,5.75,220,1589824800
VVTS,5.75,200,1589826600
VVTS,8.05,200,1589828400
VVTS,6.9,200,1589830200
VVTS,3.45,,1589832000
VVTS,8.05,200,1589833800
VVTS,5.75,220,1589835600
VVTS,8.05,200,1589837400
VVTS,8.05,210,1589839200
VVTS,5.75,210,1589841000
VVTS,5.75,200,1589842800
VVTS,5.75,190,1589844600
VVTS,5.75,210,1589846400
VVTS,5.75,200,1589848200
VVTS,5.75,210,1589850000
VVTS,8.05,220,1589851800
VVTS,6.9,250,1589853600
VVTS,4.6,230,1589855400
VVTS,5.75,220,1589857200
VVTS,4.6,270,1589859000
VVTS,5.75,230,1589860800
VVTS,5.75,240,1589862600
VVTS,3.45,260,1589864400
VVTS,4.6,,1589866200
VVTS,4.6,240,1589868000
VVTS,8.05,280,1589869800
VVTS,6.9,220,1589871600
VVTS,5.75,210,1589873400
VVTS,3.45,,1589875200
VVTS,10.35,190,1589877000
VVTS,20.7,300,1589878800
VVTS,9.2,290,1589880600
VVTS,18.4,190,1589882400
VVTS,13.8,160,1589884200
VVTS,12.65,130,1589886000
VVTS,9.2,160,1589887800
VVTS,9.2,190,1589889600
VVTS,6.9,160,1589893200
VVTS,8.05,180,1589895000
VVTS,4.6,160,1589896800
VVTS,2.3,,1589898600
VVTS,3.45,,1589900400
VVTS,3.45,,1589902200
VVTS,2.3,,1589904000
VVTS,1.15,,1589905800
VVTS,1.15,,1589907600
VVTS,1.15,,1589909400
VVTS,0,0,1589911200
VVTS,1.15,,1589913000
VVTS,0,0,1589914800
VVTS,1.15,,1589916600
VVTS,2.3,,1589918400
VVTS,3.45,120,1589920200
VVTS,3.45,130,1589922000
VVTS,4.6,120,1589923800
VVTS,3.45,120,1589925600
VVTS,3.45,130,1589927400
VVTS,2.3,110,1589929200
VVTS,1.15,,1589931000
VVTS,5.75,190,1589932800
VVTS,8.05,200,1589934600
VVTS,8.05,200,1589936400
VVTS,9.2,200,1589938200
VVTS,8.05,180,1589940000
VVTS,6.9,210,1589941800
VVTS,9.2,230,1589943600
VVTS,4.6,310,1589945400
VVTS,3.45,,1589947200
VVTS,4.6,290,1589949000
VVTS,9.2,70,1589950800
VVTS,11.5,40,1589952600
VVTS,10.35,110,1589954400
VVTS,10.35,190,1589956200
VVTS,9.2,180,1589958000
VVTS,9.2,220,1589959800
VVTS,8.05,210,1589961600
VVTS,3.45,,1589963400
VVTS,3.45,,1589965200
VVTS,5.75,240,1589967000
VVTS,6.9,210,1589968800
VVTS,5.75,260,1589970600
VVTS,6.9,260,1589972400
VVTS,5.75,190,1589974200
VVTS,5.75,210,1589976000
VVTS,3.45,,1589977800
VVTS,1.15,,1589979600
VVTS,1.15,,1589981400
VVTS,1.15,,1589983200
VVTS,1.15,,1589985000
VVTS,1.15,,1589986800
VVTS,1.15,,1589988600
VVTS,1.15,,1589990400
VVTS,1.15,,1589992200
VVTS,0,0,1589994000
VVTS,1.15,,1589995800
VVTS,0,0,1589997600
VVTS,3.45,190,1589999400
VVTS,1.15,,1590001200
VVTS,0,0,1590003000
VVTS,0,0,1590004800
VVTS,1.15,,1590006600
VVTS,3.45,180,1590008400
VVTS,1.15,,1590010200
VVTS,1.15,,1590012000
VVTS,0,0,1590013800
VVTS,1.15,,1590015600
VVTS,1.15,,1590017400
VVTS,1.15,,1590019200
VVTS,2.3,,1590021000
VVTS,4.6,240,1590022800
VVTS,5.75,250,1590024600
VVTS,6.9,230,1590026400
VVTS,6.9,270,1590028200
VVTS,5.75,240,1590030000
VVTS,9.2,260,1590031800
VVTS,9.2,260,1590033600
VVTS,8.05,260,1590035400
VVTS,10.35,270,1590037200
VVTS,9.2,290,1590039000
VVTS,6.9,260,1590040800
VVTS,8.05,270,1590042600
VVTS,6.9,260,1590044400
VVTS,6.9,250,1590046200
VVTS,5.75,250,1590048000
VVTS,6.9,260,1590049800
VVTS,6.9,260,1590051600
VVTS,12.65,230,1590053400
VVTS,11.5,210,1590055200
VVTS,10.35,170,1590057000
VVTS,10.35,180,1590058800
VVTS,6.9,180,1590060600
VVTS,5.75,180,1590062400
VVTS,6.9,190,1590064200
VVTS,6.9,190,1590066000
VVTS,6.9,190,1590067800
VVTS,6.9,210,1590069600
VVTS,9.2,220,1590071400
VVTS,8.05,230,1590073200
VVTS,9.2,240,1590075000
VVTS,8.05,240,1590076800
VVTS,10.35,230,1590078600
VVTS,9.2,230,1590080400
VVTS,8.05,230,1590082200
VVTS,6.9,230,1590084000
VVTS,9.2,220,1590085800
VVTS,6.9,220,1590087600
VVTS,6.9,220,1590089400
VVTS,6.9,210,1590091200
VVTS,6.9,210,1590093000
VVTS,8.05,200,1590094800
VVTS,5.75,210,1590096600
VVTS,3.45,,1590098400
VVTS,3.45,,1590100200
VVTS,4.6,210,1590102000
VVTS,4.6,210,1590103800
VVTS,5.75,200,1590105600
VVTS,4.6,210,1590107400
VVTS,5.75,220,1590109200
VVTS,6.9,260,1590111000
VVTS,6.9,250,1590112800
VVTS,5.75,240,1590114600
VVTS,4.6,250,1590116400
VVTS,3.45,,1590118200
VVTS,5.75,250,1590120000
VVTS,6.9,240,1590121800
VVTS,4.6,220,1590123600
VVTS,3.45,,1590125400
VVTS,5.75,200,1590127200
VVTS,5.75,180,1590129000
VVTS,6.9,190,1590130800
VVTS,6.9,,1590132600
VVTS,6.9,90,1590134400
VVTS,6.9,120,1590136200
VVTS,6.9,150,1590138000
VVTS,6.9,170,1590139800
VVTS,6.9,160,1590141600
VVTS,6.9,160,1590143400
VVTS,4.6,170,1590145200
VVTS,4.6,160,1590147000
VVTS,5.75,160,1590148800
VVTS,8.05,150,1590150600
VVTS,8.05,160,1590152400
VVTS,5.75,190,1590154200
VVTS,5.75,180,1590156000
VVTS,9.2,180,1590157800
VVTS,9.2,180,1590159600
VVTS,9.2,200,1590161400
VVTS,8.05,180,1590163200
VVTS,3.45,,1590165000
VVTS,5.75,220,1590166800
VVTS,5.75,200,1590168600
VVTS,8.05,210,1590170400
VVTS,4.6,220,1590172200
VVTS,6.9,220,1590174000
VVTS,5.75,210,1590175800
VVTS,4.6,210,1590177600
VVTS,4.6,190,1590179400
VVTS,6.9,200,1590181200
VVTS,5.75,210,1590183000
VVTS,4.6,210,1590184800
VVTS,8.05,210,1590186600
VVTS,6.9,230,1590188400
VVTS,9.2,230,1590190200
VVTS,10.35,230,1590192000
VVTS,9.2,220,1590193800
VVTS,8.05,240,1590195600
VVTS,5.75,230,1590197400
VVTS,6.9,220,1590199200
VVTS,6.9,190,1590201000
VVTS,4.6,160,1590202800
VVTS,5.75,160,1590204600
VVTS,1.15,,1590206400
VVTS,3.45,,1590208200
VVTS,6.9,90,1590210000
VVTS,4.6,80,1590211800
VVTS,2.3,,1590213600
VVTS,2.3,,1590215400
VVTS,3.45,,1590217200
VVTS,12.65,200,1590219000
VVTS,11.5,190,1590220800
VVTS,9.2,180,1590222600
VVTS,4.6,130,1590224400
VVTS,4.6,170,1590226200
VVTS,10.35,170,1590228000
VVTS,9.2,180,1590229800
VVTS,8.05,270,1590231600
VVTS,6.9,280,1590233400
VVTS,5.75,260,1590235200
VVTS,4.6,260,1590237000
VVTS,3.45,,1590238800
VVTS,4.6,300,1590240600
VVTS,3.45,,1590242400
VVTS,2.3,270,1590244200
VVTS,2.3,300,1590246000
VVTS,2.3,290,1590247800
VVTS,4.6,270,1590249600
VVTS,1.15,,1590251400
VVTS,2.3,,1590253200
VVTS,3.45,,1590255000
VVTS,5.75,250,1590256800
VVTS,3.45,230,1590258600
VVTS,1.15,,1590260400
VVTS,1.15,280,1590262200
VVTS,1.15,,1590264000
VVTS,2.3,280,1590265800
VVTS,2.3,280,1590267600
VVTS,2.3,280,1590269400
VVTS,2.3,300,1590271200
VVTS,2.3,260,1590273000
VVTS,2.3,350,1590274800
VVTS,0,0,1590276600
VVTS,0,0,1590278400
VVTS,1.15,,1590280200
VVTS,2.3,,1590282000
VVTS,1.15,,1590283800
VVTS,1.15,,1590285600
VVTS,2.3,,1590287400
VVTS,1.15,,1590289200
VVTS,1.15,,1590291000
VVTS,2.3,,1590292800
VVTS,4.6,140,1590294600
VVTS,3.45,,1590296400
VVTS,3.45,,1590298200
VVTS,6.9,210,1590300000
VVTS,4.6,,1590301800
VVTS,5.75,210,1590303600
VVTS,6.9,180,1590305400
VVTS,8.05,180,1590307200
VVTS,8.05,180,1590309000
VVTS,9.2,190,1590310800
VVTS,11.5,160,1590312600
VVTS,13.8,180,1590314400
VVTS,13.8,160,1590316200
VVTS,13.8,180,1590318000
VVTS,12.65,200,1590319800
VVTS,11.5,210,1590321600
VVTS,10.35,230,1590323400
VVTS,8.05,290,1590325200
VVTS,4.6,300,1590327000
VVTS,2.3,,1590328800
VVTS,2.3,320,1590330600
VVTS,3.45,320,1590332400
VVTS,4.6,300,1590334200
VVTS,3.45,310,1590336000
VVTS,1.15,310,1590337800
VVTS,0,0,1590339600
VVTS,0,0,1590341400
VVTS,3.45,,1590343200
VVTS,1.15,50,1590345000
VVTS,0,0,1590346800
VVTS,1.15,,1590348600
VVTS,1.15,330,1590350400
VVTS,1.15,,1590352200
VVTS,1.15,,1590354000
VVTS,2.3,290,1590355800
VVTS,1.15,300,1590357600
VVTS,2.3,270,1590359400
VVTS,1.15,,1590361200
VVTS,2.3,,1590363000
VVTS,2.3,,1590364800
VVTS,5.75,140,1590366600
VVTS,4.6,80,1590368400
VVTS,3.45,70,1590370200
VVTS,3.45,80,1590372000
VVTS,3.45,,1590373800
VVTS,3.45,80,1590375600
VVTS,5.75,60,1590377400
VVTS,4.6,60,1590379200
VVTS,2.3,30,1590381000
VVTS,2.3,,1590382800
VVTS,1.15,,1590384600
VVTS,2.3,,1590386400
VVTS,5.75,200,1590388200
VVTS,3.45,,1590390000
VVTS,3.45,,1590391800
VVTS,4.6,280,1590393600
VVTS,1.15,,1590395400
VVTS,5.75,100,1590397200
VVTS,5.75,150,1590399000
VVTS,13.8,170,1590400800
VVTS,13.8,240,1590402600
VVTS,3.45,,1590404400
VVTS,3.45,,1590406200
VVTS,2.3,,1590408000
VVTS,2.3,,1590409800
VVTS,0,0,1590411600
VVTS,2.3,,1590413400
VVTS,2.3,,1590415200
VVTS,1.15,,1590417000
VVTS,2.3,,1590418800
VVTS,0,0,1590420600
VVTS,1.15,,1590422400
VVTS,3.45,,1590424200
VVTS,0,0,1590426000
VVTS,1.15,290,1590427800
VVTS,1.15,310,1590429600
VVTS,0,0,1590431400
VVTS,1.15,10,1590433200
VVTS,2.3,70,1590435000
VVTS,3.45,90,1590436800
VVTS,2.3,80,1590438600
VVTS,2.3,70,1590440400
VVTS,3.45,70,1590442200
VVTS,3.45,,1590444000
VVTS,2.3,70,1590445800
VVTS,3.45,70,1590447600
VVTS,3.45,70,1590449400
VVTS,2.3,,1590451200
VVTS,1.15,,1590453000
VVTS,1.15,,1590454800
VVTS,1.15,,1590456600
VVTS,3.45,,1590458400
VVTS,1.15,,1590460200
VVTS,2.3,350,1590462000
VVTS,3.45,,1590463800
VVTS,3.45,,1590465600
VVTS,4.6,,1590467400
VVTS,4.6,190,1590469200
VVTS,3.45,,1590471000
VVTS,10.35,240,1590472800
VVTS,6.9,250,1590474600
VVTS,6.9,300,1590476400
VVTS,5.75,300,1590478200
VVTS,8.05,290,1590480000
VVTS,10.35,260,1590481800
VVTS,9.2,250,1590483600
VVTS,11.5,220,1590485400
VVTS,9.2,210,1590487200
VVTS,12.65,180,1590489000
VVTS,9.2,170,1590490800
