MAE,RMSE,MAPE
118.86399333693272,210.90288869689746,12.08222495762337
123.09923234615313,214.943911627907,12.579108351820215
120.02103702621221,214.05805134826204,12.197312793537858
119.48420282077929,207.8437258796621,12.284556551645894
121.07940630887248,214.17337095108303,12.226504325315826
119.46894218541384,210.9956857937907,12.207624450750375
120.51167185235367,213.87440885066607,12.310029029947302
119.91852558266511,208.93331042182297,12.08893237604316
118.10264570883646,210.42210764402924,12.107627671878712
118.80934614568838,209.83200889814177,12.202091099475114
122.06233018817558,213.43839853521027,12.14375559608166
120.86274210032987,209.594626228284,12.255423717020959
118.27503295798165,207.96917907669584,11.993048798234637
120.66697868568913,209.33325889814333,12.384285692429845
121.11748198708138,218.89370255606158,12.08299082526201
120.08033715585755,218.1006423539156,12.134019331884717
119.33117562825467,202.21517543287487,12.550277100935284
120.93721995470916,208.1642142054016,13.49011853046428
121.61201034382569,222.48458344916426,12.07123573929953
118.91103104227416,204.92132884389036,12.358897152438821
121.4647627540287,213.99590630484388,13.482365965019738
123.0082084076292,215.1978158660771,12.4405258994211
119.09698880366763,207.55679389636708,12.10715663535981
120.69861459755266,218.0699611191185,12.001533588058562
119.05866488409607,207.85307594923117,12.26678970696589
123.24730569806053,225.0427040279775,13.451322077259956
122.52714576253871,214.73778185500328,12.251958530115132
121.81454444494453,218.35023780632153,12.231457618800816
117.6291834287939,195.47370923688692,13.569057517709924
120.21980505865463,208.587818063614,12.332516320107748
116.2111171932745,201.42431386216302,11.99468787206931
119.64205003378551,203.24888040150253,12.519765434764041
117.88543750078051,204.3079463881513,12.167976116996618
119.84616677985066,212.65219563761383,12.307633663884268
122.25049183665787,211.8508382891005,12.861512339985111
118.89099096979159,209.38315357536877,11.951387772613357
118.88843198360686,204.86598416592088,12.257776504383996
119.65941189226345,211.25903944204936,12.029346141853372
118.54718534988609,203.71605661228597,12.107726150524057
118.98426111758423,210.0670624475203,12.0793629644693
121.75915672454899,223.61265591246095,12.070443940452593
119.86824738818795,214.0952493931729,12.001792769754935
121.55133317487108,217.8018128666365,12.298865197713688
119.3459342539204,213.85284597066337,12.011052807065651
120.38060458190407,207.88625316553257,12.528749899155997
119.52037571543477,208.65754632867274,12.284991527712643
119.96982377312041,214.20915204987818,12.279165113906169
120.45884810452645,213.6125766919494,12.191493283467132
118.38347270261268,205.56911090544295,12.311356280726532
121.60850644573925,206.33929963445064,12.660287001844814
119.37780023744968,206.28400307160783,12.26578696972445
120.2192584018941,212.4536328804417,12.190262813046699
120.71596052032312,214.0835012165335,12.411748319394736
120.59730078083885,214.06325747995695,13.278577682144906
121.29485529341056,206.5496364792944,12.694024465953538
122.38957025088719,220.32883882144796,12.209017621040912
120.61685959276936,213.62751108671227,12.17141027554057
121.58969396717379,215.33883076510816,13.426596738358146
119.97620309180647,210.549239532405,12.383736225093433
121.33445800845932,217.8718451408626,12.161417076005339
121.2595989699103,217.91416726271518,12.055396698167115
123.35096449997447,222.28251003129878,12.23374250620525
119.78807013202716,208.35322372410667,12.389405624303718
121.21908591829606,212.5148979193532,12.36088737281875
121.5510928356162,213.2079045135822,13.57159203352599
121.67015597836917,210.79900844555075,12.64964529810874
120.94312825387472,214.62667572348622,12.211621922205016
121.83371902051809,216.26398088645595,12.417765478346524
119.3052544162468,206.74233067620332,12.427343663869584
119.64831734929943,209.6233872202448,12.070148006422805
119.19396320931733,205.02031410557137,12.267720025174375
123.6276341146721,226.5356971893886,12.312246012390561
121.13286746256192,207.52637255147144,12.371200328426605
118.89401202570903,208.53011834287884,13.196893552921004
120.33149119559268,210.08058287760787,12.522392348893142
122.59632953273656,215.42890680924165,12.470125760933216
120.99313807178004,207.01549413964145,12.476944349484171
124.4157894257696,223.01755092554367,12.300637296368585
120.39144194491706,210.70336991463,12.424207076016973
118.53830510703808,211.5344633392931,11.953353743086929
122.12619402916154,220.87345338318192,12.28958598929805
118.8578104916552,207.4196633072867,12.24064458710924
118.14846971260152,206.12151172884717,13.173571049388583
120.49681192180968,215.57115796394368,12.171825232356747
122.2588732259219,222.15513378002038,12.086054199344007
119.94340329194986,214.75508590015883,13.316787480413403
122.89224735833251,213.88953327870908,12.447219365616274
119.49915728682379,210.55023707860835,13.12828720567268
122.38014106388393,214.97249772984097,12.279257736449589
120.80438295014973,215.77709535759405,13.330149316167711
123.204819806961,218.55663914435507,12.444389698271266
120.44800858268988,211.7333414584419,12.470116070644645
118.30549293769057,207.9743680115922,12.175924599870267
119.95300819685025,207.07634785699574,13.584023708256113
118.75874704053876,204.19696604590231,12.254157575700054
123.52487331645241,224.1830153844146,12.141523332750305
