MAE,RMSE,MAPE
110.20995626146286,194.12390554059354,13.177766098904273
114.73368831770789,209.8128308764029,12.01228308430812
113.56620619393752,211.11742103125258,11.856305851448234
112.00751117676647,204.5132118837885,11.842862844746222
113.8140993224767,210.72826204225947,11.926131312709936
113.03677524182207,214.626413461134,11.802818314167613
112.22264147511311,201.82306893394383,11.973704121680896
113.8110280374175,228.24230638035533,11.66631012548479
112.35715311976703,202.5028280951095,11.861788773265369
112.25160038543648,201.17424406142766,12.055018121282817
