date,flight,error
15-11-20,5X146.csv,Did not land.
15-11-20,FX5194.csv,Did not land.
15-11-20,QH281.csv,Multiple flights detected.
15-11-20,VJ133.csv,Multiple flights detected.
15-11-20,YG9046.csv,Did not land.
16-11-20,VJ191.csv,Multiple flights detected.
16-11-20,VN1265.csv,Multiple flights detected.
16-11-20,VN1267.csv,Multiple flights detected.
16-11-20,VN1269.csv,Multiple flights detected.
16-11-20,VN6055.csv,Did not land.
17-11-20,NH833.csv,Multiple flights detected.
17-11-20,TW1121.csv,Did not land.
17-11-20,VJ215.csv,Multiple flights detected.
18-11-20,EY975.csv,Multiple flights detected.
19-11-20,6E8504.csv,Did not land.
19-11-20,CI783.csv,Did not land.
19-11-20,QH1547.csv,Did not land.
19-11-20,VJ189.csv,Did not land.
19-11-20,VJ279.csv,Did not land.
19-11-20,VJ637.csv,Did not land.
19-11-20,VN215.csv,Did not land.
19-11-20,VN6015.csv,Did not land.
19-11-20,VN772.csv,Did not land.
20-11-20,5X146.csv,Did not land.
20-11-20,EY995.csv,Multiple flights detected.
20-11-20,VJ149.csv,Multiple flights detected.
20-11-20,VJ247.csv,Multiple flights detected.
20-11-20,VJ387.csv,Did not land.
21-11-20,VJ155.csv,Multiple flights detected.
21-11-20,VN261.csv,Multiple flights detected.
22-11-20,3S620.csv,Did not land at TSN.
22-11-20,5X146.csv,Did not land.
22-11-20,FX5194.csv,Did not land at TSN.
22-11-20,QH283.csv,Multiple flights detected.
22-11-20,VJ159.csv,Multiple flights detected.
22-11-20,VJ181.csv,Multiple flights detected.
22-11-20,VJ225.csv,Multiple flights detected.
22-11-20,YG9046.csv,Did not land.
23-11-20,VJ149.csv,Multiple flights detected.
23-11-20,VJ151.csv,Multiple flights detected.
23-11-20,VJ247.csv,Multiple flights detected.
23-11-20,YG9046.csv,Did not land.
24-11-20,CZ8175.csv,Did not land at TSN.
24-11-20,QH283.csv,Multiple flights detected.
24-11-20,VJ159.csv,Multiple flights detected.
24-11-20,VJ215.csv,Multiple flights detected.
24-11-20,VN219.csv,Multiple flights detected.
25-11-20,QR970.csv,Multiple flights detected.
25-11-20,VN7293.csv,Multiple flights detected.
26-11-20,CZ8175.csv,Multiple flights detected.
26-11-20,NH833.csv,Multiple flights detected.
26-11-20,VJ151.csv,Multiple flights detected.
26-11-20,VJ181.csv,Multiple flights detected.
26-11-20,ZH8011.csv,Multiple flights detected.
27-11-20,VN261.csv,Multiple flights detected.
28-11-20,OZ735.csv,Multiple flights detected.
28-11-20,VJ159.csv,Multiple flights detected.
28-11-20,VJ181.csv,Multiple flights detected.
28-11-20,VJ247.csv,Multiple flights detected.
29-11-20,5X146.csv,Did not land at TSN.
29-11-20,FX5194.csv,Did not land at TSN.
29-11-20,OZ395.csv,Did not land.
29-11-20,VJ149.csv,Multiple flights detected.
29-11-20,VJ151.csv,Multiple flights detected.
29-11-20,VJ215.csv,Multiple flights detected.
29-11-20,VN253.csv,Multiple flights detected.
29-11-20,VN7215.csv,Did not land.
29-11-20,YG9046.csv,Did not land.
30-11-20,CA609.csv,Multiple flights detected.
30-11-20,EY975.csv,Multiple flights detected.
30-11-20,MU7053.csv,Multiple flights detected.
30-11-20,QH1321.csv,Multiple flights detected.
30-11-20,QH283.csv,Multiple flights detected.
30-11-20,VJ159.csv,Multiple flights detected.
30-11-20,VJ173.csv,Multiple flights detected.
30-11-20,VJ313.csv,Multiple flights detected.
30-11-20,VN261.csv,Multiple flights detected.
30-11-20,VN6027.csv,Multiple flights detected.
01-12-20,RH319.csv,Did not land.
01-12-20,VN6007.csv,Did not land at TSN.
02-12-20,5X146.csv,Did not land.
02-12-20,EY975.csv,Multiple flights detected.
02-12-20,LD561.csv,Did not land.
02-12-20,NH833.csv,Multiple flights detected.
02-12-20,QH283.csv,Multiple flights detected.
02-12-20,VN253.csv,Multiple flights detected.
02-12-20,VN6027.csv,Multiple flights detected.
02-12-20,ZH8011.csv,Multiple flights detected.
03-12-20,6E8504.csv,Did not land.
03-12-20,FX5194.csv,Did not land.
03-12-20,VJ159.csv,Multiple flights detected.
03-12-20,VJ181.csv,Did not land.
03-12-20,VJ215.csv,Multiple flights detected.
03-12-20,VN1267.csv,Multiple flights detected.
03-12-20,VN1269.csv,Multiple flights detected.
04-12-20,2Y7713.csv,Did not land at TSN.
04-12-20,EY995.csv,Multiple flights detected.
04-12-20,MU7053.csv,Multiple flights detected.
04-12-20,QH283.csv,Multiple flights detected.
04-12-20,VJ151.csv,Multiple flights detected.
04-12-20,VJ181.csv,Multiple flights detected.
04-12-20,VJ273.csv,Did not land.
04-12-20,VN5731.csv,Multiple flights detected.
05-12-20,OZ395.csv,Did not land.
05-12-20,TK6470.csv,Multiple flights detected.
06-12-20,5X146.csv,Did not land.
06-12-20,FX5194.csv,Did not land at TSN.
06-12-20,VJ181.csv,Multiple flights detected.
06-12-20,VN261.csv,Multiple flights detected.
06-12-20,YG9046.csv,Did not land.
07-12-20,BL110.csv,Did not land at TSN.
07-12-20,BL116.csv,Did not land at TSN.
07-12-20,MU7053.csv,Multiple flights detected.
07-12-20,NH833.csv,Multiple flights detected.
07-12-20,YG9046.csv,Did not land.
08-12-20,BR395.csv,Multiple flights detected.
08-12-20,CI781.csv,Multiple flights detected.
08-12-20,KE9395.csv,Multiple flights detected.
08-12-20,VJ131.csv,Multiple flights detected.
08-12-20,VJ175.csv,Did not land.
08-12-20,VJ6131.csv,Did not land.
08-12-20,VN780.csv,Did not land.
08-12-20,VN88.csv,Did not land.
09-12-20,CZ8175.csv,Multiple flights detected.
09-12-20,EY975.csv,Multiple flights detected.
09-12-20,NH833.csv,Multiple flights detected.
09-12-20,RU248.csv,Did not land at TSN.
09-12-20,VN301.csv,Did not land.
09-12-20,VN6027.csv,Multiple flights detected.
10-12-20,KE681.csv,Did not land.
10-12-20,QH203.csv,Multiple flights detected.
10-12-20,QH207.csv,Did not land.
10-12-20,VJ181.csv,Multiple flights detected.
10-12-20,VJ275.csv,Did not land.
10-12-20,VN1271.csv,Did not land.
10-12-20,VN251.csv,Did not land.
10-12-20,VN301.csv,Did not land.
10-12-20,VN321.csv,Did not land.
10-12-20,VN7217.csv,Did not land.
10-12-20,ZH8011.csv,Multiple flights detected.
11-12-20,EY995.csv,Multiple flights detected.
11-12-20,MU7053.csv,Multiple flights detected.
11-12-20,NH833.csv,Multiple flights detected.
11-12-20,OZ7353.csv,Did not land.
12-12-20,FX5194.csv,Did not land.
12-12-20,VN6017.csv,Multiple flights detected.
13-12-20,5X146.csv,Did not land.
13-12-20,FX5194.csv,Did not land at TSN.
13-12-20,QH1175.csv,Multiple flights detected.
13-12-20,YG9046.csv,Did not land.
14-12-20,VN6027.csv,Multiple flights detected.
14-12-20,YG9046.csv,Did not land.
15-12-20,CZ8175.csv,Multiple flights detected.
15-12-20,NH833.csv,Multiple flights detected.
15-12-20,VJ159.csv,Multiple flights detected.
15-12-20,ZH8011.csv,Multiple flights detected.
16-12-20,NH833.csv,Did not land.
17-12-20,CZ8175.csv,Multiple flights detected.
17-12-20,NH833.csv,Multiple flights detected.
17-12-20,TK6470.csv,Did not land.
17-12-20,ZH8011.csv,Multiple flights detected.
19-12-20,NH833.csv,Multiple flights detected.
19-12-20,SG702.csv,Did not land at TSN.
20-12-20,5X146.csv,Did not land.
20-12-20,FX5194.csv,Did not land at TSN.
20-12-20,TK6470.csv,Multiple flights detected.
20-12-20,VJ181.csv,Multiple flights detected.
20-12-20,YG9046.csv,Did not land.
21-12-20,MU7053.csv,Multiple flights detected.
21-12-20,VJ173.csv,Multiple flights detected.
21-12-20,YG9046.csv,Did not land.
22-12-20,CZ8175.csv,Multiple flights detected.
22-12-20,NH833.csv,Multiple flights detected.
22-12-20,VHPFL.csv,Did not land at TSN.
22-12-20,VJ215.csv,Multiple flights detected.
22-12-20,VN50.csv,Did not land at TSN.
22-12-20,VN7297.csv,Multiple flights detected.
22-12-20,ZH8011.csv,Multiple flights detected.
23-12-20,VHPFL.csv,Did not land.
24-12-20,CZ8175.csv,Did not land at TSN.
24-12-20,TK6470.csv,Did not land.
24-12-20,VJ177.csv,Multiple flights detected.
24-12-20,VN8054.csv,Multiple flights detected.
24-12-20,ZH8011.csv,Multiple flights detected.
25-12-20,MU7053.csv,Multiple flights detected.
25-12-20,VJ313.csv,Multiple flights detected.
26-12-20,CI6877.csv,Multiple flights detected.
26-12-20,NH833.csv,Multiple flights detected.
26-12-20,VJ627.csv,Did not land.
26-12-20,VN7223.csv,Did not land.
26-12-20,VPCVT.csv,Did not land at TSN.
27-12-20,5X146.csv,Did not land.
27-12-20,FX5194.csv,Did not land at TSN.
27-12-20,KE351.csv,Did not land.
27-12-20,YG9046.csv,Did not land.
28-12-20,CZ8175.csv,Multiple flights detected.
28-12-20,MU7053.csv,Multiple flights detected.
28-12-20,NH833.csv,Multiple flights detected.
28-12-20,QH281.csv,Multiple flights detected.
28-12-20,QH283.csv,Multiple flights detected.
28-12-20,VHPFL.csv,Did not land at TSN.
28-12-20,VJ159.csv,Multiple flights detected.
28-12-20,VN217.csv,Multiple flights detected.
28-12-20,VPCTV.csv,Did not land at TSN.
30-12-20,QH283.csv,Multiple flights detected.
30-12-20,VJ159.csv,Multiple flights detected.
30-12-20,VNA299.csv,Multiple flights detected.
31-12-20,RL9934.csv,Did not land.
01-01-21,EY995.csv,Multiple flights detected.
01-01-21,MU7053.csv,Multiple flights detected.
01-01-21,NH833.csv,Multiple flights detected.
01-01-21,QH283.csv,Multiple flights detected.
01-01-21,VJ151.csv,Multiple flights detected.
01-01-21,VJ155.csv,Multiple flights detected.
01-01-21,VJ159.csv,Multiple flights detected.
01-01-21,VJ215.csv,Multiple flights detected.
01-01-21,VJ313.csv,Multiple flights detected.
01-01-21,VN253.csv,Multiple flights detected.
03-01-21,5X146.csv,Did not land.
03-01-21,BR391.csv,Did not land.
03-01-21,FX5194.csv,Did not land at TSN.
03-01-21,OZ395.csv,Did not land.
04-01-21,CZ8175.csv,Multiple flights detected.
04-01-21,MU7053.csv,Multiple flights detected.
04-01-21,NH833.csv,Multiple flights detected.
04-01-21,VHPFL.csv,Did not land at TSN.
04-01-21,VJ151.csv,Multiple flights detected.
04-01-21,VJ155.csv,Multiple flights detected.
04-01-21,VJ159.csv,Multiple flights detected.
04-01-21,VJ181.csv,Multiple flights detected.
04-01-21,VJ215.csv,Multiple flights detected.
04-01-21,VN253.csv,Multiple flights detected.
04-01-21,VN261.csv,Multiple flights detected.
04-01-21,VN6027.csv,Multiple flights detected.
05-01-21,3S690.csv,Did not land at TSN.
05-01-21,NH833.csv,Did not land.
05-01-21,QH283.csv,Multiple flights detected.
05-01-21,VHPFL.csv,Did not land at TSN.
05-01-21,ZH8011.csv,Multiple flights detected.
06-01-21,OZ735.csv,Did not land.
06-01-21,VHPFL.csv,Did not land.
07-01-21,NH833.csv,Multiple flights detected.
07-01-21,OZ735.csv,Multiple flights detected.
07-01-21,ZH8011.csv,Multiple flights detected.
08-01-21,CX799.csv,Multiple flights detected.
08-01-21,CZ8385.csv,Did not land at TSN.
08-01-21,OZ7353.csv,Did not land.
09-01-21,3K555.csv,Did not land.
09-01-21,NH833.csv,Multiple flights detected.
09-01-21,QH209.csv,Did not land.
09-01-21,QH283.csv,Multiple flights detected.
09-01-21,VJ175.csv,Did not land.
09-01-21,VN780.csv,Did not land.
10-01-21,5X146.csv,Did not land.
10-01-21,FX5194.csv,Did not land at TSN.
11-01-21,VN6027.csv,Multiple flights detected.
12-01-21,CZ8175.csv,Did not land at TSN.
12-01-21,VHPFL.csv,Did not land at TSN.
13-01-21,CI783.csv,Did not land.
13-01-21,KE351.csv,Did not land.
13-01-21,TR302.csv,Did not land.
13-01-21,VJ167.csv,Did not land.
13-01-21,VJ189.csv,Did not land.
13-01-21,VN215.csv,Did not land.
14-01-21,BR395.csv,Multiple flights detected.
14-01-21,CI781.csv,Multiple flights detected.
14-01-21,CZ8175.csv,Did not land at TSN.
14-01-21,CZ8385.csv,Did not land at TSN.
14-01-21,MU7053.csv,Multiple flights detected.
14-01-21,NH833.csv,Did not land.
14-01-21,OZ395.csv,Multiple flights detected.
14-01-21,PR591.csv,Did not land.
14-01-21,QH209.csv,Did not land.
14-01-21,VJ175.csv,Did not land.
14-01-21,VN245.csv,Multiple flights detected.
14-01-21,VN5731.csv,Multiple flights detected.
14-01-21,ZH8011.csv,Multiple flights detected.
15-01-21,NH833.csv,Did not land.
16-01-21,BR395.csv,Multiple flights detected.
16-01-21,CI781.csv,Multiple flights detected.
16-01-21,CZ8175.csv,Did not land.
16-01-21,FX5194.csv,Did not land at TSN.
16-01-21,NH833.csv,Multiple flights detected.
16-01-21,OZ395.csv,Did not land.
16-01-21,PR591.csv,Did not land.
16-01-21,VJ127.csv,Did not land.
16-01-21,VJ159.csv,Multiple flights detected.
16-01-21,VJ175.csv,Did not land.
16-01-21,VN253.csv,Multiple flights detected.
16-01-21,VN780.csv,Did not land.
17-01-21,5X146.csv,Did not land.
18-01-21,CZ8175.csv,Multiple flights detected.
18-01-21,MU7053.csv,Multiple flights detected.
18-01-21,VN6027.csv,Multiple flights detected.
19-01-21,KE9395.csv,Multiple flights detected.
19-01-21,NH833.csv,Multiple flights detected.
19-01-21,VJ181.csv,Multiple flights detected.
19-01-21,ZH8011.csv,Multiple flights detected.
20-01-21,VN1383.csv,Did not land.
21-01-21,NH833.csv,Multiple flights detected.
21-01-21,ZF2074.csv,Did not land at TSN.
21-01-21,ZH8011.csv,Multiple flights detected.
22-01-21,CZ8175.csv,Did not land at TSN.
22-01-21,QH285.csv,Multiple flights detected.
22-01-21,VJ173.csv,Multiple flights detected.
22-01-21,VJ181.csv,Multiple flights detected.
22-01-21,VJ247.csv,Multiple flights detected.
23-01-21,CI783.csv,Did not land.
23-01-21,QH241.csv,Did not land.
23-01-21,VJ139.csv,Did not land.
23-01-21,VJ175.csv,Multiple flights detected.
23-01-21,VN263.csv,Did not land.
24-01-21,5X146.csv,Did not land.
24-01-21,FX5194.csv,Did not land at TSN.
24-01-21,MU7053.csv,Multiple flights detected.
24-01-21,NH833.csv,Multiple flights detected.
24-01-21,OZ395.csv,Did not land.
24-01-21,QH283.csv,Multiple flights detected.
24-01-21,VJ151.csv,Multiple flights detected.
24-01-21,VJ173.csv,Multiple flights detected.
24-01-21,VN261.csv,Multiple flights detected.
25-01-21,BL110.csv,Did not land at TSN.
25-01-21,BL116.csv,Did not land at TSN.
25-01-21,VJ199.csv,Did not land.
26-01-21,CZ8175.csv,Did not land at TSN.
26-01-21,KE9395.csv,Multiple flights detected.
27-01-21,CZ8175.csv,Did not land at TSN.
27-01-21,KE351.csv,Did not land.
27-01-21,MU7053.csv,Multiple flights detected.
27-01-21,NH833.csv,Did not land.
27-01-21,VJ159.csv,Multiple flights detected.
27-01-21,VJ215.csv,Multiple flights detected.
27-01-21,VN772.csv,Did not land at TSN.
28-01-21,CZ8175.csv,Did not land at TSN.
28-01-21,VN30.csv,Did not land.
29-01-21,MU7053.csv,Multiple flights detected.
29-01-21,NH833.csv,Did not land.
29-01-21,VJ155.csv,Multiple flights detected.
29-01-21,VJ159.csv,Multiple flights detected.
29-01-21,VJ181.csv,Multiple flights detected.
29-01-21,VN253.csv,Multiple flights detected.
29-01-21,ZH8011.csv,Multiple flights detected.
30-01-21,NH833.csv,Multiple flights detected.
30-01-21,OZ3951.csv,Did not land.
30-01-21,QH283.csv,Multiple flights detected.
30-01-21,TK6470.csv,Did not land.
30-01-21,VJ215.csv,Multiple flights detected.
30-01-21,VJ251.csv,Multiple flights detected.
30-01-21,VJ313.csv,Multiple flights detected.
30-01-21,VJ315.csv,Multiple flights detected.
31-01-21,5X146.csv,Did not land at TSN.
31-01-21,CI6651.csv,Did not land.
31-01-21,FX5194.csv,Did not land at TSN.
31-01-21,VJ173.csv,Multiple flights detected.
31-01-21,VJ641.csv,Multiple flights detected.
01-02-21,NH833.csv,Did not land.
01-02-21,VJ215.csv,Multiple flights detected.
01-02-21,VJ223.csv,Multiple flights detected.
01-02-21,VJ315.csv,Multiple flights detected.
01-02-21,VN6027.csv,Multiple flights detected.
02-02-21,CZ8175.csv,Multiple flights detected.
02-02-21,KE683.csv,Did not land.
02-02-21,VJ159.csv,Multiple flights detected.
02-02-21,ZH8011.csv,Multiple flights detected.
03-02-21,CZ8175.csv,Did not land at TSN.
03-02-21,VJ317.csv,Multiple flights detected.
04-02-21,NH833.csv,Did not land.
04-02-21,VJ143.csv,Multiple flights detected.
04-02-21,VN253.csv,Multiple flights detected.
05-02-21,CZ8175.csv,Multiple flights detected.
05-02-21,NH833.csv,Multiple flights detected.
05-02-21,OZ7353.csv,Did not land.
05-02-21,VJ317.csv,Multiple flights detected.
05-02-21,VJ625.csv,Multiple flights detected.
05-02-21,VPCVT.csv,Did not land.
05-02-21,ZH8011.csv,Multiple flights detected.
06-02-21,CZ8175.csv,Multiple flights detected.
06-02-21,QH297.csv,Multiple flights detected.
06-02-21,VJ365.csv,Did not land.
07-02-21,5X146.csv,Did not land.
07-02-21,CA609.csv,Multiple flights detected.
07-02-21,CZ8175.csv,Did not land at TSN.
07-02-21,EY975.csv,Multiple flights detected.
07-02-21,FX5194.csv,Did not land at TSN.
07-02-21,OZ395.csv,Did not land.
07-02-21,VJ159.csv,Multiple flights detected.
07-02-21,VJ215.csv,Multiple flights detected.
07-02-21,VJ251.csv,Multiple flights detected.
07-02-21,VJ305.csv,Multiple flights detected.
07-02-21,VJ313.csv,Multiple flights detected.
07-02-21,VJ317.csv,Multiple flights detected.
07-02-21,VJ341.csv,Multiple flights detected.
07-02-21,VJ625.csv,Multiple flights detected.
07-02-21,VJ639.csv,Multiple flights detected.
07-02-21,VN1379.csv,Multiple flights detected.
07-02-21,VN253.csv,Multiple flights detected.
07-02-21,VN7375.csv,Multiple flights detected.
08-02-21,CZ8175.csv,Multiple flights detected.
08-02-21,MU7053.csv,Multiple flights detected.
08-02-21,VJ101.csv,Multiple flights detected.
08-02-21,VJ223.csv,Multiple flights detected.
08-02-21,VJ311.csv,Multiple flights detected.
08-02-21,VJ315.csv,Multiple flights detected.
08-02-21,VJ647.csv,Did not land at TSN.
09-02-21,NH833.csv,Did not land.
09-02-21,VN6445.csv,Multiple flights detected.
09-02-21,VNA299.csv,Multiple flights detected.
10-02-21,5X146.csv,Did not land.
10-02-21,CI783.csv,Did not land.
10-02-21,CX799.csv,Did not land.
10-02-21,QH1522.csv,Did not land.
10-02-21,TR302.csv,Did not land.
10-02-21,VJ189.csv,Did not land.
10-02-21,VN1265.csv,Did not land.
10-02-21,VN215.csv,Did not land.
10-02-21,VN6431.csv,Multiple flights detected.
10-02-21,VN6583.csv,Did not land.
12-02-21,CV7324.csv,Did not land at TSN.
12-02-21,CZ8175.csv,Did not land.
12-02-21,EK392.csv,Did not land.
12-02-21,QH1123.csv,Multiple flights detected.
12-02-21,QH1173.csv,Did not land.
12-02-21,VJ209.csv,Did not land.
12-02-21,VJ245.csv,Did not land.
12-02-21,VN6027.csv,Did not land.
13-02-21,CZ8175.csv,Did not land.
13-02-21,LD561.csv,Did not land.
13-02-21,VN7836.csv,Did not land at TSN.
14-02-21,CZ8175.csv,Did not land.
14-02-21,FX5194.csv,Did not land at TSN.
14-02-21,QH209.csv,Did not land.
14-02-21,VJ175.csv,Did not land.
14-02-21,VJ279.csv,Did not land.
15-02-21,CZ8175.csv,Multiple flights detected.
15-02-21,VJ341.csv,Multiple flights detected.
16-02-21,CX799.csv,Did not land.
16-02-21,LD561.csv,Did not land at TSN.
16-02-21,QH203.csv,Did not land.
16-02-21,TR302.csv,Did not land.
16-02-21,VJ1155.csv,Multiple flights detected.
16-02-21,VJ159.csv,Multiple flights detected.
16-02-21,VJ189.csv,Did not land.
16-02-21,VJ235.csv,Did not land.
16-02-21,VJ293.csv,Did not land.
16-02-21,VJ295.csv,Multiple flights detected.
16-02-21,VJ317.csv,Multiple flights detected.
16-02-21,VJ385.csv,Did not land.
16-02-21,VJ637.csv,Did not land.
16-02-21,VN1265.csv,Did not land.
16-02-21,VN263.csv,Did not land.
16-02-21,VN6433.csv,Did not land.
16-02-21,VN6583.csv,Did not land.
16-02-21,VN7253.csv,Did not land.
16-02-21,VN7261.csv,Did not land.
17-02-21,LD561.csv,Did not land.
17-02-21,QH1563.csv,Did not land.
17-02-21,VJ105.csv,Did not land.
18-02-21,VJ101.csv,Multiple flights detected.
18-02-21,VJ315.csv,Multiple flights detected.
18-02-21,VJ317.csv,Multiple flights detected.
18-02-21,VN6113.csv,Multiple flights detected.
19-02-21,VN7989.csv,Did not land.
20-02-21,QH1195.csv,Multiple flights detected.
20-02-21,VJ159.csv,Multiple flights detected.
20-02-21,VJ326.csv,Multiple flights detected.
20-02-21,VN6113.csv,Multiple flights detected.
21-02-21,5X146.csv,Did not land.
21-02-21,CZ8175.csv,Did not land at TSN.
21-02-21,FX5194.csv,Did not land at TSN.
21-02-21,VJ215.csv,Multiple flights detected.
21-02-21,VJ639.csv,Multiple flights detected.
22-02-21,CA609.csv,Multiple flights detected.
22-02-21,EY975.csv,Multiple flights detected.
23-02-21,CZ8175.csv,Did not land at TSN.
23-02-21,VN6579.csv,Multiple flights detected.
25-02-21,CZ8035.csv,Did not land.
25-02-21,CZ8175.csv,Did not land.
25-02-21,VJ315.csv,Multiple flights detected.
26-02-21,VU751.csv,Multiple flights detected.
27-02-21,EY975.csv,Multiple flights detected.
27-02-21,LD562.csv,Multiple flights detected.
28-02-21,3S620.csv,Multiple flights detected.
28-02-21,5X146.csv,Did not land.
28-02-21,FX5194.csv,Did not land at TSN.
28-02-21,VJ2432.csv,Multiple flights detected.
01-03-21,CZ8175.csv,Multiple flights detected.
01-03-21,MU7053.csv,Multiple flights detected.
01-03-21,NH833.csv,Multiple flights detected.
01-03-21,VN6435.csv,Multiple flights detected.
02-03-21,VN207.csv,Multiple flights detected.
03-03-21,VN6237.csv,Multiple flights detected.
04-03-21,CZ8175.csv,Did not land at TSN.
04-03-21,RH328.csv,Did not land at TSN.
04-03-21,VJ313.csv,Multiple flights detected.
05-03-21,CZ8175.csv,Did not land at TSN.
05-03-21,MU7053.csv,Multiple flights detected.
05-03-21,NH833.csv,Multiple flights detected.
05-03-21,VJ241.csv,Did not land.
06-03-21,CZ8175.csv,Did not land at TSN.
06-03-21,VJ181.csv,Multiple flights detected.
07-03-21,5X146.csv,Did not land.
07-03-21,FX5194.csv,Did not land.
07-03-21,QH1157.csv,Multiple flights detected.
07-03-21,QV1.csv,Did not land at TSN.
07-03-21,TK6470.csv,Did not land.
08-03-21,MU7053.csv,Multiple flights detected.
08-03-21,NH833.csv,Multiple flights detected.
08-03-21,QH1175.csv,Did not land.
08-03-21,QH207.csv,Did not land.
08-03-21,VJ161.csv,Did not land.
08-03-21,VN211.csv,Did not land.
09-03-21,CZ8175.csv,Did not land at TSN.
09-03-21,VJ175.csv,Did not land.
09-03-21,VN405.csv,Did not land.
09-03-21,VU751.csv,Did not land.
10-03-21,CZ8175.csv,Did not land at TSN.
10-03-21,VJ241.csv,Did not land.
10-03-21,VJ322.csv,Did not land.
10-03-21,VN6431.csv,Did not land.
10-03-21,VU673.csv,Did not land.
11-03-21,CZ8175.csv,Did not land at TSN.
11-03-21,MU7053.csv,Multiple flights detected.
11-03-21,NH833.csv,Multiple flights detected.
11-03-21,VJ181.csv,Multiple flights detected.
12-03-21,KE683.csv,Multiple flights detected.
12-03-21,QH1155.csv,Did not land.
12-03-21,QH1173.csv,Did not land.
12-03-21,QH207.csv,Did not land.
12-03-21,QH215.csv,Did not land.
12-03-21,VJ167.csv,Did not land.
12-03-21,VJ221.csv,Did not land.
12-03-21,VJ243.csv,Did not land.
12-03-21,VJ245.csv,Did not land.
12-03-21,VJ249.csv,Did not land.
12-03-21,VJ2849.csv,Did not land at TSN.
12-03-21,VJ8519.csv,Did not land at TSN.
12-03-21,VN127.csv,Did not land.
12-03-21,VN1375.csv,Did not land.
12-03-21,VN211.csv,Did not land.
12-03-21,VN213.csv,Did not land.
12-03-21,VN275.csv,Did not land.
12-03-21,VN6015.csv,Did not land.
12-03-21,VN7249.csv,Did not land.
12-03-21,VZ3974.csv,Did not land.
12-03-21,ZH8011.csv,Did not land.
13-03-21,VJ181.csv,Multiple flights detected.
14-03-21,5X146.csv,Did not land.
14-03-21,AF258.csv,Did not land.
14-03-21,CZ8175.csv,Did not land at TSN.
14-03-21,FX5194.csv,Did not land at TSN.
14-03-21,VN8072.csv,Multiple flights detected.
15-03-21,CA609.csv,Multiple flights detected.
15-03-21,VJ181.csv,Multiple flights detected.
15-03-21,VJ2432.csv,Multiple flights detected.
15-03-21,VN1261.csv,Did not land.
16-03-21,NH833.csv,Multiple flights detected.
18-03-21,VN595.csv,Did not land.
19-03-21,CZ8175.csv,Multiple flights detected.
19-03-21,MU7053.csv,Multiple flights detected.
19-03-21,NH833.csv,Multiple flights detected.
21-03-21,5X146.csv,Did not land.
21-03-21,CA609.csv,Multiple flights detected.
21-03-21,FX5194.csv,Did not land at TSN.
21-03-21,QH1321.csv,Did not land.
21-03-21,VJ181.csv,Multiple flights detected.
21-03-21,VJ605.csv,Did not land.
21-03-21,VJ641.csv,Multiple flights detected.
22-03-21,MU7053.csv,Multiple flights detected.
22-03-21,VJ167.csv,Multiple flights detected.
22-03-21,VN7213.csv,Multiple flights detected.
23-03-21,NH833.csv,Multiple flights detected.
23-03-21,VJ377.csv,Did not land.
24-03-21,CZ8175.csv,Multiple flights detected.
24-03-21,RH319.csv,Did not land at TSN.
24-03-21,VJ181.csv,Multiple flights detected.
24-03-21,VJ641.csv,Multiple flights detected.
24-03-21,VN600.csv,Multiple flights detected.
25-03-21,VJ326.csv,Multiple flights detected.
25-03-21,VN5571.csv,Did not land.
26-03-21,MU7053.csv,Multiple flights detected.
26-03-21,NH833.csv,Multiple flights detected.
26-03-21,QH215.csv,Multiple flights detected.
26-03-21,VJ181.csv,Multiple flights detected.
26-03-21,VJ641.csv,Multiple flights detected.
26-03-21,VN253.csv,Multiple flights detected.
26-03-21,VN301.csv,Did not land.
27-03-21,CZ8175.csv,Multiple flights detected.
28-03-21,5X146.csv,Did not land.
28-03-21,FX5194.csv,Did not land at TSN.
28-03-21,QH1042.csv,Multiple flights detected.
28-03-21,VJ179.csv,Multiple flights detected.
29-03-21,VJ135.csv,Did not land.
29-03-21,VJ317.csv,Multiple flights detected.
29-03-21,VN5563.csv,Did not land.
29-03-21,VN6023.csv,Multiple flights detected.
29-03-21,VN6433.csv,Multiple flights detected.
30-03-21,QH243.csv,Multiple flights detected.
30-03-21,QH281.csv,Multiple flights detected.
30-03-21,VJ149.csv,Multiple flights detected.
30-03-21,VN6019.csv,Multiple flights detected.
31-03-21,NH833.csv,Multiple flights detected.
31-03-21,VJ223.csv,Multiple flights detected.
31-03-21,VJ317.csv,Multiple flights detected.
01-04-21,BR395.csv,Did not land.
01-04-21,CI781.csv,Did not land.
01-04-21,KE681.csv,Multiple flights detected.
01-04-21,VJ129.csv,Did not land.
02-04-21,NH833.csv,Multiple flights detected.
02-04-21,VJ151.csv,Did not land at TSN.
02-04-21,VJ179.csv,Did not land at TSN.
02-04-21,VJ215.csv,Did not land at TSN.
02-04-21,VN6023.csv,Did not land at TSN.
02-04-21,VN6057.csv,Did not land at TSN.
02-04-21,VN6221.csv,Did not land at TSN.
03-04-21,EY975.csv,Multiple flights detected.
03-04-21,FX5194.csv,Did not land at TSN.
03-04-21,VJ151.csv,Multiple flights detected.
03-04-21,VJ179.csv,Multiple flights detected.
03-04-21,VJ215.csv,Multiple flights detected.
03-04-21,VJ223.csv,Multiple flights detected.
03-04-21,VJ635.csv,Multiple flights detected.
03-04-21,VN253.csv,Multiple flights detected.
03-04-21,ZH8011.csv,Multiple flights detected.
