flight,date,type,route,v_ABBEY,a_ABBEY,t_ABBEY,ABBEY,v_MUSEL,a_MUSEL,t_MUSEL,MUSEL,v_TAMAR,a_TAMAR,t_TAMAR,TAMAR,v_TD,a_TD,t_TD,TD,v_GUAVA,a_GUAVA,t_GUAVA,GUAVA,v_SOKOE,a_SOKOE,t_SOKOE,SOKOE,v_LIMES,a_LIMES,LIMES,entry_time,arrival_time,appear_time,appear_lat,appear_lon,appear_alt,appear_heading,appear_speed,v_CANTO,a_CANTO,t_CANTO,CANTO,v_MURRY,a_MURRY,t_MURRY,MURRY,v_SILVA,a_SILVA,t_SILVA,SILVA,h_ABBEY,v_SIERA,a_SIERA,t_SIERA,SIERA,v_BETTY,a_BETTY,t_BETTY,BETTY,v_MANGO,a_MANGO,t_MANGO,MANGO,h_BETTY,h_CANTO,v_BORDA,a_BORDA,t_BORDA,BORDA,v_ROCCA,a_ROCCA,t_ROCCA,ROCCA,h_ROCCA,h_TD,h_GUAVA,h_LIMES
CX879,2018-05-05,B77W,ABBEY3A,286.4641515058406,14684.96242163537,100.34274291992188,1525516922.0486698,280.4556040342621,13002.569129593376,199.88154101371765,1525517022.3914127,274.04727697122036,11758.864432103817,159.99140810966492,1525517222.2729537,267.3793108866468,11000.0,191.9524507522583,1525517382.2643619,258.6169716254156,8705.761071065821,166.94434309005737,1525517574.2168126,257.9376308216988,5353.06613023555,42.0871684551239,1525517741.1611557,257.6164158810223,4839.545656951197,1525517783.2483242,1525516922.0486698,1525517783.2483242,1525516132,22.2859,115.4445,23250,268,358,,,,,,,,,,,,,436.60705614089966,,,,,,,,,,,,,,,,,,,,,,,,,,
QF97,2018-05-05,A333,BETTY2A,,,,,,,,,,,,,,,,,267.27635959644755,7918.23370852068,199.8804006576538,1525516562.9378786,246.39599053112184,4722.995265560924,53.84797763824463,1525516762.8182793,240.27698899339066,3863.9882611383186,1525516816.666257,1525515952.2531204,1525516816.666257,1525515210,21.1451,114.9206,23975,315,342,,,,,,,,,,,,,,,,,,302.02115911010816,13852.684330370064,94.31350469589233,1525515952.2531204,302.51183063399407,13085.040473162167,516.371253490448,1525516046.566625,421.0953025817871,,,,,,,,,,,,,
AK138,2018-05-05,A20N,BETTY2A,,,,,,,,,,,,,,,,,270.72409831727623,5541.122022586117,101.8070604801178,1525488046.9637032,251.91192411113235,3765.9536232318533,53.14649963378906,1525488148.7707636,241.1560262844732,2884.022806321627,1525488201.9172633,1525487505.1745064,1525488201.9172633,1525487269,21.0059,114.555,23325,356,467,,,,,,,,,,,,,,,,,,414.47388884877614,15180.733018563018,70.73506784439087,1525487505.1745064,370.7329789195647,13208.623677234418,471.05412888526917,1525487575.9095743,,,,,,,,,,,,,,
HX649,2018-05-05,A320,ABBEY3A,286.67234224392416,13884.149197564095,102.0501823425293,1525515406.4042246,280.62492402451824,13014.832828524493,199.74674916267395,1525515508.454407,272.13845611908965,11916.101868616503,160.42409539222717,1525515708.2011561,265.4726349796912,11060.654822393702,190.74392771720886,1525515868.6252515,252.46344445802595,8420.362609632264,195.2422959804535,1525516059.3691792,236.1511959096676,5286.172403070292,56.388524770736694,1525516254.6114752,238.0,4200.0,1525516311.0,1525515406.4042246,1525516311.0,1525514776,22.29,115.4635,23425,272,359,,,,,,,,,,,,,262.1050145626068,,,,,,,,,,,,,,,,,,,,,,,,,,
CX178,2018-05-05,B77W,BETTY2A,,,,,,,,,,,,,,,,,266.5984305342193,6476.979806467176,131.3700361251831,1525472650.6813617,227.73479487507376,4930.645007353287,59.11539840698242,1525472782.0513978,210.24648949046065,4234.807504373961,1525472841.1667962,1525472103.854812,1525472841.1667962,1525471865,21.1633,114.9015,22625,315,430,,,,,,,,,,,,,,,,,,397.1170102614025,15141.305814794769,76.01844954490662,1525472103.854812,354.6020485425366,13072.483559786016,470.80810022354126,1525472179.8732615,,,,,,,,,,,,,,
HX217,2018-05-05,A320,ABBEY3A,275.22586989800476,13000.0,113.79156565666199,1525515041.323046,279.51069346245146,12924.722071146376,199.33107137680054,1525515155.1146116,272.600549659985,11861.623024613074,159.80213618278503,1525515354.445683,267.06074226677276,11009.344964118885,191.70616459846497,1525515514.2478192,261.83310438681025,8149.793948129205,164.94189405441284,1525515705.9539838,255.65029443430257,4553.217010719547,41.05670666694641,1525515870.8958778,244.03120237023398,3849.2505429889425,1525515911.9525845,1525515041.323046,1525515911.9525845,1525514411,22.3017,115.4539,24950,259,365,,,,,,,,,,,,,313.6724257469177,,,,,,,,,,,,,,,,,,,,,,,,,,
CA101,2018-05-05,A321,SIERA7A,,,,,,,,,,,,,,,,,,,,,,,,,212.8651607992244,5408.406667119312,1525490508.207213,1525489999.747172,1525490508.207213,1525489725,22.454,113.538,25250,196,403,335.33844862064,11455.2301879288,46.02296233177185,1525490165.9846542,319.9974611381801,10764.885751218104,70.99238348007202,1525490212.0076165,314.0,9050.0,225.20721292495728,1525490283.0,,354.60754683096803,16455.896148763513,166.23748207092285,1525489999.747172,,,,,,,,,,,,,,,,,,,,,,
TG600,2018-05-05,B77W,CANTO3A,,,,,,,,,,,,,,,,,,,,,,,,,239.35748660121354,5868.214686634185,1525489995.9819973,1525489617.0705736,1525489995.9819973,1525489356,21.4268,113.2566,22775,70,423,373.5294150855668,14227.807931928277,81.2440025806427,1525489617.0705736,360.479291694148,11952.465980008605,79.99339771270752,1525489698.3145761,324.71310756160335,10322.722282073237,217.67402338981628,1525489778.3079739,,,,,,,,,,,,,,,,,,,,,,,,,,,
CI641,2018-05-05,A359,ABBEY3A,267.85114781639163,12957.470804683326,106.85741567611694,1525485738.4409175,266.3277223374969,12522.206382141958,202.81196546554565,1525485845.2983332,263.43630938733986,11696.088396382822,162.60221815109253,1525486048.1102986,261.118151490665,11033.757568761437,197.2580931186676,1525486210.7125168,253.19129711401018,7290.866129154834,168.02939009666443,1525486407.97061,246.0,3725.0,60.7852623462677,1525486576.0,220.7385922323215,3251.3486043560283,1525486636.7852623,1525485738.4409175,1525486636.7852623,1525485297,22.286,115.4459,19475,268,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HX730,2018-05-05,A320,CANTO3A,,,,,,,,,,,,,,,,,,,,,,,,,220.35719410294632,5067.859705147316,1525524937.1426864,1525524362.8691022,1525524937.1426864,1525523824,21.4175,113.2273,25175,70,388,302.4277998482071,12376.241463190214,104.92439770698547,1525524362.8691022,295.65848388086664,10734.682341110165,91.49822402000427,1525524467.7935,289.7553726505473,9303.17786775773,377.8509624004364,1525524559.291724,,,,,,,,,,,,,,,,,,,,,,,,208.19555068016052,,,
HX221,2018-05-05,A320,ABBEY3A,349.33736734519744,15138.489625623002,80.0598635673523,1525488154.386789,338.5035564894657,13503.902982070631,164.5614137649536,1525488234.4466527,331.20375239083126,11914.316145005796,132.65083813667297,1525488399.0080664,324.52842462006396,11000.0,170.51311421394348,1525488531.6589046,286.0348109654755,7680.1363968131245,162.1662313938141,1525488702.1720188,244.42637004875405,3839.3572352696056,59.12781763076782,1525488864.3382502,224.2728424153172,3092.3954344624653,1525488923.4660678,1525488154.386789,1525488923.4660678,1525487831,22.3223,115.4017,23875,206,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PO947,2018-05-05,B748,ABBEY3A,265.58281614710916,12379.749330559385,101.17462944984436,1525502911.448215,264.0,10975.0,204.58122658729553,1525503012.6228445,264.0,10975.0,163.79592895507812,1525503217.204071,264.0,10975.0,197.67014956474304,1525503381.0,253.49261663391917,8085.46957432777,174.94259476661682,1525503578.6701496,242.78971349450845,5081.979979230847,52.74126386642456,1525503753.6127443,212.68265433896772,4286.777264123655,1525503806.3540082,1525502911.448215,1525503806.3540082,1525501781,22.2843,115.391,20925,268,337,,,,,,,,,,,,,1175.2922666072845,,,,,,,,,,,,,,,,,,,,,,,,,,
HX613,2018-05-05,A333,ABBEY3A,359.63447865606173,17472.29206015252,83.75932168960571,1525541619.0746684,342.4987745459686,15995.194365862495,158.971049785614,1525541702.83399,309.9760556683109,13191.735998608401,130.51910185813904,1525541861.80504,284.5114719084359,10929.85759775227,198.49680399894714,1525541992.3241417,262.33607964070643,8022.717757775534,184.3038957118988,1525542190.8209457,240.83930835473612,5125.896253210418,64.46318173408508,1525542375.1248415,222.81550727614191,4202.232609142128,1525542439.5880232,1525541619.0746684,1525542439.5880232,1525541368,22.2833,115.3517,21900,268,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CX146,2018-05-05,A333,BETTY2A,,,,,,,,,,,,,,,,,257.4743605638278,7940.672015553871,179.79984164237976,1525523096.898759,249.7968986299847,5511.480712352373,52.19497895240784,1525523276.6986005,230.56678193859295,4852.008841171133,1525523328.8935795,1525522589.1855764,1525523328.8935795,1525521446,21.1837,114.8803,23350,315,322,,,,,,,,,,,,,,,,,,241.8178153447199,13513.014331369764,76.79395127296448,1525522589.1855764,249.19003465334583,12691.319054262494,430.91923117637634,1525522665.9795277,753.4196178913116,,,,,,,,,,,,,
KA221,2018-05-05,A320,CANTO3A,,,,,,,,,,,,,,,,,,,,,,,,,228.2931855919547,4961.68421021427,1525493219.9462605,1525492746.5531054,1525493219.9462605,1525492373,21.4492,113.3243,22575,70,336,310.9497176999949,14214.930708180562,91.04366135597229,1525492746.5531054,303.00026501974526,12205.0702302325,89.14512705802917,1525492837.5967667,295.49193995943193,10249.446450304236,293.20436668395996,1525492926.7418938,,,,,,,,,,,,,,,,,,,,,,,,,,,
UO153,2018-05-05,A20N,ABBEY3A,281.7350244534163,14455.009580811071,98.828195810318,1525523438.0567048,272.41169293919864,12338.185057439066,189.4649682044983,1525523536.8849006,283.56433243835346,11150.112893026195,148.5973515510559,1525523726.3498688,287.1403706188915,11000.0,178.15648007392883,1525523874.9472203,278.81696750692004,9328.377706541773,140.42641067504883,1525524053.1037004,293.88520483247737,4650.955398347551,54.90118956565857,1525524193.530111,253.88576670934034,3788.222419221066,1525524248.4313006,1525523438.0567048,1525524248.4313006,1525522486,22.2924,115.4178,24500,271,332,,,,,,,,,,,,,571.0793614387512,,,,,,,,,,,,,,,,,,,,,,,,,,
CV462,2018-05-05,B748,SIERA7C,,,,,,,,,,,,,,,,,,,,,,,,,249.49827047065486,2815.8898299323964,1525481125.308025,1525480183.7655194,1525481125.308025,1525479958,22.3432,113.3678,23250,142,414,301.1713673304596,11780.246996937794,102.77347946166992,1525480732.8334978,289.4720213496295,9521.132363037019,63.580891847610474,1525480835.6069772,277.4929303864184,7667.373950213574,226.12015581130981,1525480899.187869,,319.69397664730513,20150.871235652907,231.55746150016785,1525480183.7655194,,,,,,,,,,,298.16945150935214,16901.670905611296,198.69520235061646,1525480415.3229809,303.17095992126497,13545.650238651935,118.8153145313263,1525480614.0181832,,,,
CV870,2018-05-05,B748,SIERA7A,,,,,,,,,,,,,,,,,,,,,,,,,240.38552676824213,5687.723573261456,1525521681.1672385,1525520459.0,1525521681.1672385,1525520231,22.3555,113.378,22275,156,403,286.27221657599705,12161.76311039856,90.46042919158936,1525521309.8494077,283.47302810368353,10878.734133697144,63.615944623947144,1525521400.3098369,278.84586146033536,9716.874467780754,217.24145698547363,1525521463.9257815,,336.0,21000.0,850.8494076728821,1525520459.0,,,,,,,,,,611.082789182663,,,,,,,,,,,,
CX391,2018-05-05,B77W,SIERA7A,,,,,,,,,,,,,,,,,,,,,,,,,229.20627597502255,5515.754756542782,1525510082.3342357,1525509340.0507524,1525510082.3342357,1525509077,22.4429,113.5343,23725,195,448,285.14151098449736,13151.065961759628,93.8368992805481,1525509583.8652868,299.4770230105466,11603.148250239721,91.53347849845886,1525509677.702186,295.09510115733383,10349.43172001495,313.098571062088,1525509769.2356646,,318.70714730804053,17516.712379840814,243.81453442573547,1525509340.0507524,,,,,,,,,,,,,,,,,,,,,,
KA637,2018-05-05,A320,ABBEY3A,288.0163019049775,14152.852833371073,102.75230550765991,1525525936.039245,283.62912480905516,13385.09684158466,195.01786136627197,1525526038.7915504,275.30251949245917,11927.94091118035,159.42996191978455,1525526233.8094118,263.74785305313486,11000.0,193.63167524337769,1525526393.2393737,250.70254452829286,8879.539157230396,210.48416590690613,1525526586.871049,238.53219762950877,5746.364756366179,65.83926391601562,1525526797.3552148,223.47833803932497,4797.11971867364,1525526863.1944788,1525525936.039245,1525526863.1944788,1525525306,22.2852,115.4336,23825,268,355,,,,,,,,,,,,,296.2651948928833,,,,,,,,,,,,,,,,,,,,,,,,,,
CX549,2018-05-05,B77W,ABBEY3A,284.4763683855091,14708.677117266641,102.33057165145874,1525518685.1542957,280.34894341179603,13865.86125249736,194.8029899597168,1525518787.4848673,274.4458225065639,12231.150847971547,156.36638808250427,1525518982.2878573,269.43210321016363,10975.66156614987,193.05611968040466,1525519138.6542454,253.5088366812668,9803.620436657697,202.38666677474976,1525519331.710365,240.52674912974592,6866.596291118327,74.10646939277649,1525519534.0970318,209.61455676823866,5515.835633858576,1525519608.2035012,1525518685.1542957,1525519608.2035012,1525517844,22.2844,115.3926,23775,268,331,,,,,,,,,,,,,519.3748044967651,,,,,,,,,,,,,,,,,,,,,,,,,,
HX6338,2018-05-05,A332,ABBEY3A,293.05783943946085,15454.769968973975,102.51031494140625,1525520491.115128,288.2564195338239,14332.438066031329,194.55943655967712,1525520593.625443,279.14356536187944,12202.30840333932,156.84061241149902,1525520788.1848795,268.6036320579452,11000.0,191.09073114395142,1525520945.025492,258.24150544639593,8810.376361598983,232.53217387199402,1525521136.116223,215.5508671869548,4543.7664239953565,76.28725075721741,1525521368.648397,210.74648306328027,3288.9329581391007,1525521444.9356477,1525520491.115128,1525521444.9356477,1525519861,22.2857,115.4344,24675,268,336,,,,,,,,,,,,,308.27986884117126,,,,,,,,,,,,,,,,,,,,,,,,,,
CX752,2018-05-05,A333,BETTY2A,,,,,,,,,,,,,,,,,300.50552327685295,8747.292252582276,126.8371033668518,1525488830.0762095,256.0102491105929,6254.022579472878,50.907339334487915,1525488956.913313,240.91386381950028,5172.96451954067,1525489007.8206522,1525488349.2490675,1525489007.8206522,1525488138,21.0639,114.5506,22700,356,458,,,,,,,,,,,,,,,,,,402.48598436661405,14607.721492513443,72.57960271835327,1525488349.2490675,365.48701371038806,13136.076431459358,408.2475392818451,1525488421.8286703,,,,,,,,,,,,,,
5J240,2018-05-05,A320,BETTY2A,,,,,,,,,,,,,,,,,282.0478797581392,6886.671340323987,100.50705909729004,1525479978.376673,257.28974034222614,4948.36526283348,61.31099796295166,1525480078.883732,234.1724788309764,4081.4679561616144,1525480140.19473,1525479499.6393492,1525480140.19473,1525479278,21.2202,114.8688,21900,319,431,,,,,,,,,,,,,,,,,,388.10206145079036,16869.706015360534,68.17353224754333,1525479499.6393492,374.9071842141828,15322.449577496434,410.563791513443,1525479567.8128815,,,,,,,,,,,,,,
CX632,2018-05-05,A333,CANTO3A,,,,,,,,,,,,,,,,,,,,,,,,,256.6429422283235,4004.935973864144,1525483872.1682549,1525483513.7015529,1525483872.1682549,1525483265,21.5096,113.2744,19150,63,387,336.7368132467955,13587.395927326863,81.83949065208435,1525483513.7015529,324.58529619665137,11626.69517855385,73.51085042953491,1525483595.5410435,312.55495433363996,9140.900827119744,203.11636090278625,1525483669.051894,,,,,,,,,,,,,,,,,,,,,,,,,,,
UO823,2018-05-05,A320,ABBEY3A,283.09760320594796,13654.893146126404,65.65544366836548,1525522777.9011848,280.8869822096655,12864.596139955422,130.2844455242157,1525522843.5566285,276.0390671449098,11429.622615176297,161.11916279792786,1525522973.841074,261.3350392507231,11019.704723866924,195.86417818069458,1525523134.9602368,251.36291877051247,9083.827442565109,166.50031900405884,1525523330.824415,245.3344685307059,5252.604653508877,64.52180624008179,1525523497.324734,216.48325439826107,4518.2101119557365,1525523561.8465402,1525522777.9011848,1525523561.8465402,1525521629,22.2839,115.3826,23725,268,315,,,,,,,,,,,,,667.5109968185425,,,,,,,,,,,,,,,,,,,,,,,,,,
CX5,2018-05-05,B744,ABBEY3A,281.12305076885536,14661.611853795475,98.38846254348755,1525523222.417673,276.3723604009779,13373.800444865536,193.17788434028625,1525523320.8061357,285.1746501904679,11963.42323773031,153.60174250602722,1525523513.98402,289.8310678060676,10967.529661279656,178.56026411056519,1525523667.5857625,279.2281859216393,9312.121446850386,157.15477991104126,1525523846.1460266,275.1962224099395,5707.668717185936,44.7431116104126,1525524003.3008065,274.3068477295893,4702.874889027695,1525524048.0439181,1525523222.417673,1525524048.0439181,1525522058,22.2841,115.3855,24000,268,356,,,,,,,,,,,,,1233.7841362953186,,,,,,,,,,,,,,,,,,,,,,,,,,
BX391,2018-05-05,A321,ABBEY3A,345.18092004776975,14736.05805109076,86.2235586643219,1525534187.919518,334.9507691905878,13006.096153720588,175.46405053138733,1525534274.1430767,314.250583884344,12476.636969629053,142.36823391914368,1525534449.6071272,287.68088934615884,12000.0,183.20027923583984,1525534591.975361,276.6366625694413,8256.970139465986,170.72324228286743,1525534775.1756403,265.8318533899112,4182.6482415303235,55.82329344749451,1525534945.8988826,252.82154249660002,3410.8903212504765,1525535001.722176,1525534187.919518,1525535001.722176,1525533952,22.2835,115.3571,22925,268,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LD119,2018-05-05,A306,ABBEY3A,334.7457905358035,18251.750454046425,91.65351891517639,1525532706.4736242,322.4260413224021,16339.481688779448,173.95385360717773,1525532798.1271431,299.0437655866282,12710.089988034319,142.77696251869202,1525532972.0809968,279.9530545361726,9869.131817021573,183.97684288024902,1525533114.8579593,266.6218641755888,8552.733021948605,175.64910984039307,1525533298.8348022,246.0437257884521,5980.46572355651,39.06288242340088,1525533474.483912,241.19423896536424,5385.790742593897,1525533513.5467944,1525532706.4736242,1525533513.5467944,1525532407,22.2851,115.3902,24500,268,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UO625,2018-05-05,A321,ABBEY3A,282.4363261121309,14107.731829241244,145.60774850845337,1525484579.2722983,276.2276860052663,12828.92267176712,200.04553318023682,1525484724.8800468,269.6469463561746,11768.606831965344,161.7559735774994,1525484924.92558,263.85209806788936,11046.302451697235,194.11859345436096,1525485086.6815536,248.6282085979473,9720.15951013248,244.72767400741577,1525485280.800147,225.82660663703098,5728.32582962887,112.11099410057068,1525485525.527821,203.36513152635433,4351.973694729133,1525485637.6388152,1525484579.2722983,1525485637.6388152,1525484122,22.2873,115.3797,22175,272,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BL160,2018-05-05,A320,CANTO3A,,,,,,,,,,,,,,,,,,,,,,,,,223.0994073283783,3982.102387571083,1525496570.3085096,1525496137.2170806,1525496570.3085096,1525495492,21.4363,113.2846,20200,70,365,308.2124147310574,13915.455660149839,94.6531548500061,1525496137.2170806,304.3331870742833,11898.257278627307,88.08053660392761,1525496231.8702354,293.3489955337826,9237.136811458156,250.35773754119873,1525496319.950772,,,,,,,,,,,,,,,295.62304186820984,,,,,,,,,,,,
KA728,2018-05-05,A333,BETTY2A,,,,,,,,,,,,,,,,,255.4683426750488,8306.783201624487,180.63016653060913,1525500360.0570297,232.0,6161.019042599359,62.53036117553711,1525500540.6871963,228.83819295558982,5249.0708269525785,1525500603.2175574,1525499779.2360032,1525500603.2175574,1525498884,21.0051,114.5544,23800,48,343,,,,,,,,,,,,,,,,,,294.38402041743944,13678.654298999509,94.7042076587677,1525499779.2360032,297.7491445480286,13209.940580810304,486.1168189048767,1525499873.9402108,938.7482764720917,,,,,,,,,,,,,
KA937,2018-05-05,A333,SIERA7A,,,,,,,,,,,,,,,,,,,,,,,,,227.60648023930014,4639.974388596367,1525487796.6155634,1525487138.7180128,1525487796.6155634,1525486894,22.4442,113.5349,28850,196,428,296.0,13350.0,79.47942161560059,1525487379.0,298.9436822779315,11363.014462396237,92.05640721321106,1525487458.4794216,278.7470588235299,9168.676470588247,246.07973456382751,1525487550.5358288,,354.417022219337,21202.60286411418,240.28198719024658,1525487138.7180128,,,,,,,,,,,,,,,,,,,,,,
BR857,2018-05-05,A321,ABBEY3A,292.72708440518034,20930.152153831696,95.36965608596802,1525519655.4294593,284.9875523836038,14615.456531123597,196.05644249916077,1525520090.817423,277.4393253246493,12367.333851821824,158.1974630355835,1525520286.8738656,268.9250716549895,10975.0,193.59443950653076,1525520445.0713286,256.2011722893024,10981.87866340407,362.30633759498596,1525520638.6657681,228.66646179666014,5772.087642818402,55.925299644470215,1525521000.9721057,218.16620144359555,5064.461401633613,1525521056.8974054,1525519655.4294593,1525521056.8974054,1525519376,22.2834,115.367,23000,268,352,,,,,,,,,,,,,340.01830768585205,,,,,,,,,,,,,,,,,,,,,,,,,,
5X64,2018-05-05,B744,ABBEY3A,265.5154053864931,11956.599650223767,106.9280571937561,1525501440.5294607,263.9370466045396,11000.0,206.5296609401703,1525501547.4575179,262.8022682484427,11000.0,164.97545886039734,1525501753.9871788,261.8458322138857,11000.0,194.81595587730408,1525501918.9626377,252.1435518594074,9210.259438255247,257.30997133255005,1525502113.7785935,234.8850982895889,3563.9737894429545,61.78270149230957,1525502371.0885649,233.29797464064401,2984.5748943360168,1525502432.8712664,1525501440.5294607,1525502432.8712664,1525500430,22.233,115.4578,25200,274,329,,,,,,,,,,,,,599.9398462772369,,,,,,,,,,,,,,,,,,,,,,,,,,
CX505,2018-05-05,B773,ABBEY3A,378.39186652513854,17472.41311263019,76.53101301193237,1525528800.6992228,364.7457116454789,16072.627122397062,145.25258350372314,1525528877.2302358,338.8458943306406,13415.893284431691,116.45210361480713,1525529022.4828193,318.08145675047706,11285.932934713885,185.9439673423767,1525529138.934923,285.49578757219405,8558.117838658054,174.1211097240448,1525529324.8788903,255.0,6025.0,60.768696784973145,1525529499.0,246.53853588438201,5217.314788963738,1525529559.7686968,1525528800.6992228,1525529559.7686968,1525528538,22.2855,115.4309,23250,268,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KA495,2018-05-05,A320,ABBEY3A,292.08911594938365,16438.530960412583,101.18812823295593,1525480727.3788633,285.78163315719894,15217.29493043639,192.0503318309784,1525480828.5669916,273.8103259977593,12899.446097438507,153.96965146064758,1525481020.6173234,264.21274825585715,11041.19168358085,212.63601970672607,1525481174.5869749,248.739028633107,8698.54705999275,198.34344816207886,1525481387.2229946,234.27162416899907,6516.769128711957,62.42309093475342,1525481585.5664427,232.31834039831273,5524.049968017446,1525481647.9895337,1525480727.3788633,1525481647.9895337,1525480372,22.2897,115.4454,21800,272,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CX918,2018-05-05,B77W,BETTY2A,,,,,,,,,,,,,,,,,253.0,8575.0,261.8297703266144,1525520594.0,215.00532241742275,6107.4469952813,65.27262353897095,1525520855.8297703,206.59829343389896,5258.336098051479,1525520921.1023939,1525520000.6218517,1525520921.1023939,1525519494,21.1735,114.8906,23825,315,356,,,,,,,,,,,,,,,,,,288.0689074164062,15088.781483281244,162.37814831733704,1525520000.6218517,311.0,12925.0,431.0,1525520163.0,220.58148527145386,,,,,,,,,,,,,
KA863,2018-05-05,A333,ABBEY3A,372.01077962092853,15342.602729691065,77.6358847618103,1525487819.8922038,364.5083697191976,13810.892011604565,150.93692660331726,1525487897.5280886,354.6512643107241,12024.291656318745,122.31873178482056,1525488048.4650152,346.5321553899371,11000.0,148.14733266830444,1525488170.783747,327.7488953404891,8819.61199602655,130.89212822914124,1525488318.9310796,297.20269693363946,5235.782469361844,51.17679214477539,1525488449.8232079,267.0,4250.0,1525488501.0,1525487819.8922038,1525488501.0,1525487582,22.4291,115.3605,22600,253,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KA901,2018-05-05,A333,SIERA7C,,,,,,,,,,,,,,,,,,,,,,,,,250.31138140645336,4366.542137217835,1525505370.8193455,1525504195.3523803,1525505370.8193455,1525503933,22.4688,113.5678,24025,181,432,322.2786964813184,11573.905645091636,90.22835397720337,1525505013.0232854,317.9592719627453,9590.89084011724,66.73752212524414,1525505103.2516394,301.45429341240657,8101.854731771464,200.83018398284912,1525505169.9891615,,338.98126536307063,19016.658860567946,246.10729336738586,1525504195.3523803,,,,,,,,,,,284.8070620173545,19000.0,461.93072414398193,1525504441.4596736,308.0560516004735,14181.39053991319,109.63288760185242,1525504903.3903978,,,,
LD783,2018-05-05,A306,ABBEY3A,367.3409392686464,18342.164498698352,84.83924174308777,1525538362.4674346,341.14058521466353,16779.153959234558,161.02078485488892,1525538447.3066764,291.41357817217516,13812.635417414152,133.81558084487915,1525538608.3274612,252.80949296857315,11540.474648428657,204.2827262878418,1525538742.143042,240.70546341363013,9841.671646206549,232.23836541175842,1525538946.4257684,235.3271135902636,6722.419929006184,63.14926528930664,1525539178.6641338,233.96868188138288,5653.110013904236,1525539241.813399,1525538362.4674346,1525539241.813399,1525538111,22.2836,115.3469,22975,268,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KA241,2018-05-05,A320,CANTO3A,,,,,,,,,,,,,,,,,,,,,,,,,230.7520755235301,5207.5341114555595,1525532927.8187807,1525532532.4684973,1525532927.8187807,1525532281,21.423,113.2357,22850,63,460,376.5925389136748,13969.362698876386,75.0270025730133,1525532532.4684973,345.83280155594053,11706.153864193835,81.78618597984314,1525532607.4954998,302.286080085226,10019.175807684269,238.53709483146667,1525532689.2816858,,,,,,,,,,,,,,,,,,,,,,,,,,,
CX365,2018-05-05,B77W,ABBEY3A,302.6973507706804,15019.07756055346,93.91259908676147,1525492748.5395467,280.028792392434,13237.976545119815,200.82062411308289,1525492842.4521458,270.3621779809718,11793.123269267602,162.6244375705719,1525493043.27277,262.758566046576,11000.0,190.49329495429993,1525493205.8972075,254.42839336206924,9638.738625000056,197.27971029281616,1525493396.3905025,236.78582345626532,6205.050254571994,60.869813680648804,1525493593.6702127,229.31939473677642,5222.242105289435,1525493654.5400264,1525492748.5395467,1525493654.5400264,1525492428,22.2857,115.4439,22625,268,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BH5413,2018-05-05,B744,SIERA7A,,,,,,,,,,,,,,,,,,,,,,,,,276.6835699256457,5459.033824663623,1525535552.3324187,1525535078.667527,1525535552.3324187,1525534805,22.4508,113.3883,20400,162,401,363.0,14425.0,52.02376437187195,1525535236.0,331.44460199607767,12975.157389008975,60.97623562812805,1525535288.0237644,318.0,10575.0,203.33241868019104,1525535349.0,,382.46469761639935,18636.071813452872,157.33247303962708,1525535078.667527,,,,,,,,,,,,,,,,,,,,,,
SA286,2018-05-05,A343,CANTO3A,,,,,,,,,,,,,,,,,,,,,,,,,240.51105890389366,3732.593177176118,1525477287.7500868,1525476865.3419044,1525477287.7500868,1525476577,21.4335,113.2773,23425,70,405,314.2422043889669,14184.566445166643,102.9569799900055,1525476865.3419044,298.27270659136127,11143.5010277169,92.05338549613953,1525476968.2988844,285.1126487030189,8345.065550225243,227.3978168964386,1525477060.35227,,,,,,,,,,,,,,,,,,,,,,,,,,,
KA111,2018-05-05,A333,CANTO3A,,,,,,,,,,,,,,,,,,,,,,,,,250.63264487931457,4554.268048223424,1525476469.9865847,1525476092.3541813,1525476469.9865847,1525475789,21.4157,113.2227,21975,70,436,331.60763646168044,13688.854574235222,91.69638872146606,1525476092.3541813,318.24092754570944,10069.170050046729,69.48865103721619,1525476184.05057,300.75589689670755,8995.035656302103,216.447363615036,1525476253.539221,,,,,,,,,,,,,,,,,,,,,,,,,,,
