flight,date,type,route,v_ABBEY,a_ABBEY,t_ABBEY,ABBEY,v_MUSEL,a_MUSEL,t_MUSEL,MUSEL,v_TAMAR,a_TAMAR,t_TAMAR,TAMAR,v_TD,a_TD,t_TD,TD,v_GUAVA,a_GUAVA,t_GUAVA,GUAVA,v_SOKOE,a_SOKOE,t_SOKOE,SOKOE,v_LIMES,a_LIMES,LIMES,entry_time,arrival_time,appear_time,appear_lat,appear_lon,appear_alt,appear_heading,appear_speed,v_CANTO,a_CANTO,t_CANTO,CANTO,v_MURRY,a_MURRY,t_MURRY,MURRY,v_SILVA,a_SILVA,t_SILVA,SILVA,h_ABBEY,v_SIERA,a_SIERA,t_SIERA,SIERA,v_BETTY,a_BETTY,t_BETTY,BETTY,v_MANGO,a_MANGO,t_MANGO,MANGO,h_BETTY,h_CANTO,v_BORDA,a_BORDA,t_BORDA,BORDA,v_ROCCA,a_ROCCA,t_ROCCA,ROCCA,h_ROCCA,h_TD,h_GUAVA,h_LIMES
TR974,2018-05-01,A319,BETTY2A,,,,,,,,,,,,,,,,,253.06904820305172,8025.0,236.2682409286499,1525178053.4322486,224.56269387474632,4538.834697173081,66.55164384841919,1525178289.7004895,209.47827775979337,3668.0003884752477,1525178356.2521334,1525177203.4020514,1525178356.2521334,1525176870,21.0204,114.5545,24150,83,355,,,,,,,,,,,,,,,,,,274.0900341925719,18934.965807428085,299.7787392139435,1525177203.4020514,283.68192094173946,12732.694217777243,550.2514579296112,1525177503.1807907,194.9040925502777,,,,,,,,,,,,,
QF97,2018-05-01,A333,BETTY2A,,,,,,,,,,,,,,,,,283.065904183311,7281.772143925615,172.3433060646057,1525166491.909188,227.52004354136488,4821.843824001246,70.23605442047119,1525166664.252494,217.94903462447448,3909.710387342344,1525166734.4885485,1525165993.9790928,1525166734.4885485,1525165713,21.1452,114.9201,23125,314,405,,,,,,,,,,,,,,,,,,369.65660218873575,16737.34596145179,73.56800818443298,1525165993.9790928,359.55472644155395,15309.906997176098,424.3620870113373,1525166067.547101,,,,,,,,,,,,,,
AK138,2018-05-01,A20N,BETTY2A,,,,,,,,,,,,,,,,,251.2810936681412,6030.030379670589,187.2494089603424,1525142873.0323443,215.2058569322948,3640.2140032953866,56.71824669837952,1525143060.2817533,197.0,2975.0,1525143117.0,1525142238.2919707,1525143117.0,1525141947,20.9875,114.5542,22750,358,407,,,,,,,,,,,,,,,,,,340.7363775353118,13573.165282147664,91.53922820091248,1525142238.2919707,287.28917347557314,12866.341677779154,543.2011454105377,1525142329.831199,,,,,,,,,,,,,,
CX178,2018-05-01,B77W,BETTY2A,,,,,,,,,,,,,,,,,257.17982642507235,6976.339623315699,101.70069861412048,1525127861.7586038,238.52068998815088,5715.587161361545,57.81565070152283,1525127963.4593024,233.85624610226725,5042.9692372165955,1525128021.2749531,1525127279.2189333,1525128021.2749531,1525127029,21.16,114.9049,22600,315,420,,,,,,,,,,,,,,,,,,373.7266626825514,15136.165371829215,75.72010350227356,1525127279.2189333,359.3804039182501,13294.762816636783,506.81956696510315,1525127354.9390368,,,,,,,,,,,,,,
HX217,2018-05-01,A320,ABBEY3A,282.92026652901933,13467.396649617167,99.06180429458618,1525166985.1322696,278.45436551898194,12914.233910873903,188.0152382850647,1525167084.194074,269.9782687138901,11864.353738425023,150.73637557029724,1525167272.2093122,263.18277637557924,11022.639346520611,197.62330293655396,1525167422.9456878,248.06905857444417,7827.174947069385,182.8952693939209,1525167620.5689907,232.78944985119426,4899.280671672337,63.100523471832275,1525167803.46426,219.59716308768884,4239.271215002605,1525167866.5647836,1525166985.1322696,1525167866.5647836,1525166384,22.2848,115.4158,22325,268,339,,,,,,,,,,,,,293.7461450099945,,,,,,,,,,,,,,,,,,,,,,,,,,
CA101,2018-05-01,A321,CANTO3A,,,,,,,,,,,,,,,,,,,,,,,,,223.69841605683746,4975.834941997852,1525145235.3471894,1525144865.529847,1525145235.3471894,1525144463,22.0938,113.5145,19025,161,393,328.3018384132157,14548.663295246388,86.7662627696991,1525144865.529847,316.64420521257455,12160.608434249325,65.58875751495361,1525144952.2961097,297.60162718812575,10263.737117771068,217.46232223510742,1525145017.8848672,,,,,,,,,,,,,,,,,,,,,,,,,,,
TG600,2018-05-01,B77W,CANTO3A,,,,,,,,,,,,,,,,,,,,,,,,,230.6168183144038,4768.798296854695,1525145063.3267045,1525144735.8921287,1525145063.3267045,1525144523,21.5011,113.2757,19600,62,446,401.0223181991785,12291.080211118222,72.95620250701904,1525144735.8921287,388.28130410184446,9901.697316311782,70.91832327842712,1525144808.8483312,377.41478681671265,7599.711417750976,183.56005001068115,1525144879.7666545,,,,,,,,,,,,,,,,,,,,,,,,,,,
CI641,2018-05-01,B738,ABBEY3A,274.7582544184543,13000.0,101.7992582321167,1525141040.4397557,275.90285991352977,12686.531403865647,198.94145584106445,1525141142.239014,272.6567289315491,11759.065409014016,159.49586844444275,1525141341.1804698,270.0542322431708,11015.494926620226,188.82721638679504,1525141500.6763382,260.7089894419318,8921.505216189156,230.52717804908752,1525141689.5035546,234.4747615305397,4955.39488534006,59.64323592185974,1525141920.0307326,232.97377677752064,3915.078352925639,1525141979.6739686,1525141040.4397557,1525141979.6739686,1525140219,22.2864,115.4637,23975,268,351,,,,,,,,,,,,,485.8079390525818,,,,,,,,,,,,,,,,,,,,,,,,,,
HX730,2018-05-01,A320,CANTO3A,,,,,,,,,,,,,,,,,,,,,,,,,223.98015433115336,3674.503858278834,1525178880.480641,1525178487.4826522,1525178880.480641,1525178011,21.4412,113.3,20000,70,339,280.82759324525176,10573.277973575532,70.62453103065491,1525178487.4826522,273.308869824048,9092.42338864041,85.3572952747345,1525178558.1071832,263.4798479331669,7281.814092951802,237.0161623954773,1525178643.4644785,,,,,,,,,,,,,,,,,,,,,,,,,,,
HX221,2018-05-01,A320,ABBEY3A,324.0865317367379,16463.959516520634,94.80994629859924,1525141804.0632658,311.2448387062232,15142.221430667123,179.94457411766052,1525141898.873212,286.87194249153333,12633.62812346367,147.71973514556885,1525142078.8177862,270.4734910093748,11000.0,187.8069987297058,1525142226.5375214,261.265547989034,8728.732740136,200.08837056159973,1525142414.34452,221.78355463666122,5880.7431468031455,67.56710934638977,1525142614.4328907,188.0,5050.0,1525142682.0,1525141804.0632658,1525142682.0,1525141502,22.2839,115.3786,20675,268,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3V51,2018-05-01,B744,SIERA7A,,,,,,,,,,,,,,,,,,,,,,,,,262.39623160163745,3394.728251524769,1525200778.0928507,1525200328.8641174,1525200778.0928507,1525200117,22.3553,113.3784,26450,156,455,399.0,11700.0,56.02191925048828,1525200483.0,385.8183719338995,9372.618794579133,59.04962468147278,1525200539.0219193,363.26032028213064,7090.836640884886,180.02130675315857,1525200598.071544,,416.3834626741124,17488.878226879213,154.1358826160431,1525200328.8641174,,,,,,,,,,,,,,,,,,,,,,
KA221,2018-05-01,A320,CANTO3A,,,,,,,,,,,,,,,,,,,,,,,,,229.73013852591973,4402.8148009874185,1525175570.844353,1525174818.1640394,1525175570.844353,1525174529,21.4437,113.3073,23625,70,350,305.52430075736385,18071.23319926647,107.30801820755005,1525174818.1640394,291.81460651855093,11165.992448403918,93.32528328895569,1525175206.3359578,282.95622729498695,9119.010318709175,271.18311190605164,1525175299.661241,,,,,,,,,,,,,,,280.86390018463135,,,,,,,,,,,,
CX391,2018-05-01,B77W,CANTO3A,,,,,,,,,,,,,,,,,,,,,,,,,229.0,4975.0,1525167368.0,1525166908.3360412,1525167368.0,1525166446,22.0417,113.5484,21000,175,388,304.49419621777463,13862.449226362998,103.45059108734131,1525166908.3360412,294.7415595788207,11922.750646596187,94.92871594429016,1525167011.7866323,284.0768086614271,10138.44151574974,261.2846517562866,1525167106.7153482,,,,,,,,,,,,,,,,,,,,,,,,,,,
UO559,2018-05-01,A320,CANTO3A,,,,,,,,,,,,,,,,,,,,,,,,,224.3374053803561,4034.368548660643,1525178175.7755218,1525177731.929384,1525178175.7755218,1525177263,21.3972,113.3009,23475,105,361,299.7940739509345,11913.98761596813,86.39879035949707,1525177731.929384,291.6304087258196,9371.346051062566,88.61604642868042,1525177818.3281744,279.47011989067056,7563.919363042094,268.8313009738922,1525177906.9442208,,,,,,,,,,,,,,,,,,,,,,,,,,,
KC929,2018-05-01,B752,SIERA7A,,,,,,,,,,,,,,,,,,,,,,,,,196.235950250016,3529.493781252002,1525131742.6114013,1525131158.7085977,1525131742.6114013,1525130935,22.3652,113.4402,20525,137,409,350.0,14325.0,0.0,1525131309.0,350.0,14325.0,129.98818278312683,1525131309.0,290.1784487486295,10321.903713254153,303.62321853637695,1525131438.9881828,,368.95288185347744,15809.160656228878,150.2914023399353,1525131158.7085977,,,,,,,,,,,,,,,,,,,,,,
KA637,2018-05-01,A321,ABBEY3A,337.1311840038397,18995.029421569783,90.90486478805542,1525182399.7544298,320.6880981871486,17146.85331249862,172.53291630744934,1525182490.6592946,289.47993834157984,13639.106890832041,139.5656235218048,1525182663.192211,265.4758188100454,10875.00294701082,190.3353328704834,1525182802.7578344,255.25119349401697,8436.82306395789,186.9739954471588,1525182993.0931673,253.75325805748548,4618.831451437137,57.1228392124176,1525183180.0671628,235.87923031277052,3972.839714427006,1525183237.190002,1525182399.7544298,1525183237.190002,1525182113,22.2837,115.3741,24825,268,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CX549,2018-05-01,B77W,ABBEY3A,297.2002427103284,17487.373970897374,84.09299373626709,1525173393.7823937,288.01361313270905,14978.717432393625,198.78457975387573,1525173477.8753874,272.9119012283529,12476.033640945949,162.59179544448853,1525173676.6599672,264.0,11000.0,195.1705527305603,1525173839.2517626,255.5753388679636,8720.385811331325,179.5776846408844,1525174034.4223154,247.0,6400.0,63.0228374004364,1525174214.0,229.24708804291006,5712.074661662765,1525174277.0228374,1525173393.7823937,1525174277.0228374,1525173050,22.2848,115.4073,25375,268,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CX14,2018-05-01,B744,SIERA7C,,,,,,,,,,,,,,,,,,,,,,,,,251.19046199028136,5410.340908448694,1525141356.5863636,1525140124.5910933,1525141356.5863636,1525139849,22.4061,113.4036,23500,162,367,296.72679841374753,12591.362315487975,96.6931734085083,1525140981.4435313,279.9903415208741,11097.306770243737,71.93831014633179,1525141078.1367047,274.90774351784705,9680.043865553502,206.51134872436523,1525141150.0750148,,310.1266343456606,18985.488152954178,221.45577836036682,1525140124.5910933,,,,,,,,,,390.1109507083893,304.2310255580709,19000.0,141.356205701828,1525140346.0468717,329.7747008666273,18641.00854417601,103.92950320243835,1525140487.4030774,,,,
5J240,2018-05-01,A320,BETTY2A,,,,,,,,,,,,,,,,,265.31867128228293,5428.437262901305,98.81809163093567,1525134512.8824763,244.6731064897931,3774.787655735854,50.830177307128906,1525134611.700568,233.5864074950028,2963.7540383334053,1525134662.5307453,1525133982.8064163,1525134662.5307453,1525133685,21.1436,114.9221,23100,315,403,,,,,,,,,,,,,,,,,,342.74207446871907,14963.468363530877,81.20992994308472,1525133982.8064163,350.99782051802737,13087.18669946643,448.8661301136017,1525134064.0163462,,,,,,,,,,,,,,
CX632,2018-05-01,A333,CANTO3A,,,,,,,,,,,,,,,,,,,,,,,,,258.9545313533314,5420.389840811509,1525137594.704609,1525137221.9374952,1525137594.704609,1525136981,21.4421,113.3038,21425,70,445,349.6875008811881,16376.562651537648,90.86588859558105,1525137221.9374952,332.9356889976547,13495.758638233045,77.00700807571411,1525137312.8033838,308.38645259165503,10768.758154235045,204.89421701431274,1525137389.810392,,,,,,,,,,,,,,,,,,,,,,,,,,,
UO823,2018-05-01,A320,ABBEY3A,309.9776014676738,21846.220247669957,101.29005193710327,1525167415.397574,314.02635056228394,15332.165016601391,182.39254236221313,1525167762.5808327,299.50329098183386,13004.203995617487,146.23299646377563,1525167944.973375,287.8594458261244,11137.764110364054,177.01018381118774,1525168091.2063715,273.14862038152245,8229.72407630449,175.61798071861267,1525168268.2165554,240.4716755064815,5481.039484645311,41.48157858848572,1525168443.834536,227.65267705771845,4617.097133551235,1525168485.3161147,1525167415.397574,1525168485.3161147,1525167126,22.2841,115.3804,23000,268,315,,,,,,,,,,,,,245.8932068347931,,,,,,,,,,,,,,,,,,,,,,,,,,
BX391,2018-05-01,A321,ABBEY3A,360.58911521724724,18257.550923880633,83.11149549484253,1525188723.9177306,353.36795248469826,16632.78930905711,157.74207401275635,1525188807.029226,339.66249360181854,13549.061060409169,126.46524357795715,1525188964.7713,328.6745298226292,11076.769210091577,160.3831763267517,1525189091.2365437,294.22350460702046,8798.331771553141,155.38028001785278,1525189251.61972,270.0,5525.0,51.88525915145874,1525189407.0,242.3278618242377,4811.577687656128,1525189458.8852592,1525188723.9177306,1525189458.8852592,1525188431,22.2856,115.4434,24825,268,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UO625,2018-05-01,A321,ABBEY3A,289.8951205053192,17188.72917475622,101.87303018569946,1525138863.3765395,285.7483214561348,15754.627836913285,193.3499972820282,1525138965.2495697,277.8779009392275,13032.774074816172,154.98722529411316,1525139158.599567,271.46168853198304,11000.0,186.48449039459229,1525139313.5867922,256.8308501205817,10070.412161988881,239.7665033340454,1525139500.0712826,229.168133105433,6110.250360241466,65.36146712303162,1525139739.837786,210.61836286769494,5197.056487250161,1525139805.199253,1525138863.3765395,1525139805.199253,1525138501,22.2857,115.4368,22750,268,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KA937,2018-05-01,A333,CANTO3A,,,,,,,,,,,,,,,,,,,,,,,,,221.9431774853891,4821.860270103428,1525143910.973038,1525143442.6245794,1525143910.973038,1525142990,22.0503,113.5299,19000,160,377,296.6048658451501,12604.122990776792,104.51108479499817,1525143442.6245794,289.8622152053965,10932.507519671228,95.69187331199646,1525143547.1356642,282.6200436241608,9332.808288590551,268.14550042152405,1525143642.8275375,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR857,2018-05-01,A321,ABBEY3A,329.3940714100439,16674.48328803135,92.90168023109436,1525173813.6369314,314.4805468968452,15374.680692844307,176.3228349685669,1525173906.5386117,286.17540843473523,12907.71908376133,141.73315334320068,1525174082.8614466,263.82086711541143,10931.709552891098,195.45264625549316,1525174224.5946,254.08070201970654,8577.83632142908,171.53400826454163,1525174420.0472462,234.63318539678795,6009.198847114839,58.41874551773071,1525174591.5812545,219.0,4775.0,1525174650.0,1525173813.6369314,1525174650.0,1525173481,22.2889,115.4642,22925,272,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
