MAE,RMSE,MAPE
123.59325580863677,239.95251817029987,12.366745888180656
121.9982981509788,237.66206762211553,12.535987517887904
122.54444300347406,226.48305676266662,12.590343990160187
120.28349371147944,218.7546454494409,12.403332441439504
124.69072640341679,240.47840930904235,12.42557528283006
122.38978040806398,225.4020518347099,12.619596505296363
123.46011408269891,234.41840143165663,12.337973746317834
122.07574521847025,233.98319239855547,12.49367939356174
124.09232689292875,232.38973079329165,12.712884232301336
123.89488571807068,240.84776560672287,12.467581929250128
121.6956210604293,231.8712800852118,12.372859934399054
122.66801831639019,243.4938559909668,12.39019064379034
125.23786052775827,249.63602474547332,12.67089254054809
124.33716121865959,225.03165394474598,15.526635954471601
123.54090668267962,236.0081840219726,12.793682453134842
122.03655437104287,231.78593006306215,12.31157716192475
122.73817431729518,228.19154849298462,15.030739258746001
124.01821868521012,231.62977510904358,15.011061852199878
121.21684376921664,232.16844888224904,12.378050832707512
123.14523952486752,246.57471864379488,12.299853264310794
124.91657260310785,235.01498940647093,12.694107025131265
123.2367550449388,239.95822956192734,12.350975400607865
123.29718485976277,249.84139626313404,12.329591565639655
123.56941138885387,240.6261423847622,12.49858495093964
123.85823471421371,247.70178366528197,12.282881175689827
121.07818634298785,223.2140167318959,12.316751646538664
124.16000770270395,239.48661276769923,12.402071407771672
126.02744248307724,238.20944758786848,15.453519181081173
121.2818582091556,234.30633973029668,14.855071323190195
124.26792997840334,245.42217878507557,14.994475448433487
120.85680323772986,225.11300272127343,12.32848648671111
122.11872322033061,236.31547543133235,12.500743699196832
121.98296158483588,234.99328180630397,12.43864070102659
121.4448145166461,220.26905619293632,12.737087613659906
126.91555175859234,257.56689711447865,12.43823238080555
123.94810338085523,241.76483693029684,12.499099271406566
126.1524441630635,237.0312654088343,15.3499734157556
125.425623137578,242.9245104285909,12.60965449339497
123.60211277598756,241.96183483508563,12.340875730342288
124.8098630911906,243.5411009888588,12.637275994572509
126.36451635726286,234.01018317253374,12.73557769160919
123.68191569253759,239.7785733958343,12.467855252372129
120.88336881562402,222.85746274196276,12.431867854657838
123.51927155951921,239.142123756796,12.406006047197636
122.66522486246569,240.66379543291447,12.319972952605346
121.74578121109325,229.45808216202818,12.492100560126158
122.80235469647282,234.6014321537045,12.618796532425552
122.84467099149876,235.85302612368432,15.076554947531495
125.36235105261962,251.00889251098343,12.438439079793287
122.46118502559123,231.05812233244765,12.478833461300969
122.34990141271994,233.79043835218735,15.131836262652582
120.06036381936468,223.4699838722747,14.92216506455229
122.14515679219011,230.9752752086176,12.591022522177585
123.08669701753026,238.80048750543747,12.538730623410213
123.42109556876194,237.95712293101786,12.451025019947416
122.02118290537909,234.55259701677912,15.07029574120356
121.90316099936302,231.3009855660496,12.386449834005807
124.95871096880124,247.7190623446529,12.406415586064284
123.31862313792769,245.7226267795587,12.274207493378746
122.55387996563483,238.9656238122047,15.062870607719256
118.97069628365271,226.63553025787726,12.208155759395892
122.42561646818564,257.8207686463357,12.177218847578878
122.8696651194841,245.517872041815,12.253210374234342
121.53284501791809,230.41681718857666,12.399832010703204
123.6248020004517,240.9117725336105,12.371290368725385
122.98229612114154,234.15791462618262,12.322462440482756
126.39983398123672,252.1999327952432,12.676328464908279
122.00315764882399,232.21764639199583,15.193926429833926
123.81358122741764,240.84204160197967,15.29576171115301
121.79603509075781,227.1529678870603,12.473994086473468
122.95862560858191,232.3840094957439,12.435585159854632
119.68440944037081,217.57172591533276,12.372842155843527
123.35319203290267,234.39052787472983,12.488384042224805
123.14579927662744,235.96950627147524,12.338345752195398
124.58945929361639,240.27787274415576,12.54166014364944
123.11884466222246,240.5303963088172,12.38724658842456
124.32928472605212,233.87770935458224,15.310420764241742
123.17549890178653,240.6019761123291,12.360842357566382
124.13408813254642,243.1862494056004,12.398024037184692
121.97572069092236,236.47078134704614,12.390213585186876
126.42348126593403,262.9459679479806,12.487701203945791
126.15485697432585,247.96891572752963,12.572816992148311
122.10205366050175,237.08294158965563,12.371487606295412
122.91035732955528,237.21108065401762,12.239265965692494
121.57292405383242,227.3065495877204,12.399051995381079
124.19445558778797,235.3711885635991,15.256738841642925
124.24286733730868,238.20444636664635,12.518871009998222
123.97092919994185,239.29418151808824,12.493066223572047
121.7626272237879,231.97016104190982,12.29103246806122
123.56978804568227,240.0696689520676,12.224697596928733
122.23537586048519,237.12570500793777,12.33822628663431
122.17964709239652,232.86806386336633,12.333470667087024
124.61762883381351,238.67218354923892,12.514067587650732
122.34098334748926,232.20789394288855,12.570500519892795
123.56649923100642,247.55257893165177,12.273749915820039
124.92177573594748,245.19812117335564,12.386050234664083
124.81646564375929,248.88722507136396,12.461212944757182
123.59957379990979,239.61767088374097,15.173792727386298
122.83926219739742,241.6130009527099,12.302586294149268
125.79313658746796,248.14060770505114,12.582498921420981
120.84945824305903,230.55620881098454,12.302124472839536
121.11435727383086,220.68258558265765,12.47083228116065
123.70407991023339,250.95124630768538,12.287065944545063
121.71782692882321,237.06120084904677,12.318573216334116
122.60978646178219,239.3040833015261,12.423951508276868
121.32935134923632,218.70935354274144,12.520712362233596
124.04276821292575,237.90680425990556,12.326906458341352
124.10413859325658,233.39196371905837,15.106872256686152
119.24748676693291,223.35384349612033,12.171232246220026
120.2292134259961,224.06753229676082,15.131481293089163
122.99892170319787,245.9381394999386,12.219169005937468
120.22492623497003,225.1557946980123,14.952699801618108
124.75623575564506,240.50550603414177,12.72664437377348
123.90354988676707,251.88781783938668,12.408123738904035
120.2369825329858,218.96276299088203,15.107078376747834
121.31999100758222,245.88377219746098,12.20886408857534
121.42714355055249,231.09027836571184,15.047555551649005
123.32788533670762,243.2446032885666,12.463293035655044
122.31666935341676,228.91269178581067,12.535181028175197
122.46320064923957,234.17418721265327,12.440480485455408
122.72814038566709,256.7824372518923,12.257162715827903
121.88722711241255,241.637855259476,12.208656557945375
121.3931699792854,242.17565098553806,12.24174483151551
124.9415532832306,235.79247563502514,12.437223506016574
123.93204199482521,237.7680494223585,12.591668909124987
120.74027438921516,227.55087170535452,12.331565316350328
122.60522069626664,239.10387798309065,12.519114989683333
123.41418640498749,251.33503644322258,12.260231340262079
122.81391931510481,232.55646264570882,12.499646599488306
120.41858857190186,237.4379555261647,12.29877382714606
121.36455532129966,229.3446908686699,12.236584005319235
124.30015007054996,246.09447528427967,12.487469822418888
124.98428888847285,239.93227767482307,12.815349196678168
121.56187737660521,227.4764540845252,15.018351401052124
124.74766631989232,243.28377179390756,12.51636756762166
125.406525364476,247.4807396230161,12.488339733562395
118.21867597297428,214.6622093289814,12.124145738981595
123.58899384521654,236.51022167166101,12.579778729342978
121.68678333148357,226.51586014161927,12.396472031762132
122.92574667224427,236.53668557815496,12.325604431305539
121.28797722351179,230.372181415627,12.391800186716441
123.14394512459623,232.19244809924788,12.300388014924607
126.63172196045957,248.9941777622208,12.649213370147574
123.65260083960483,237.101485435158,12.48728176921466
122.21628080250056,234.43642242455974,12.293890314406312
121.34356664350891,225.3282826675735,12.395832753829133
125.88906187004586,240.37738782782034,12.438762071034356
121.09838117406005,224.9211923993369,12.557892474898155
123.66838510177146,246.3211519749812,12.347330677088761
124.94925024561523,243.00370746299262,12.554311223130062
123.58998088004564,243.34321160385025,12.514611641226118
120.77453845644771,227.13869780854614,12.165072916689388
122.36427070793343,236.78221773979098,12.538673354607702
122.13789423740266,230.4966235100822,12.38161419738751
120.18035359923215,214.62693119752015,12.630754087965837
126.65152865312521,252.63464714894323,12.54977866107617
125.57183467240161,241.91389628457273,15.098210125101158
120.99848929831333,224.36332274597854,12.495695320567386
121.51801949279742,222.01956284680412,12.350365567456988
122.74485393515869,238.843877491701,12.295359204526553
122.33114415325879,246.04955546587522,12.335733122283903
125.9550328164621,247.34631466064695,12.644832150813654
121.73618085158058,241.36208632827453,15.011223451140976
123.23173688861884,241.05004106999075,12.68152207679588
122.89012772734108,231.35751079397284,12.568725824335528
121.75018234007776,244.75429815601595,12.28755921699061
124.2307438031066,241.83695854681943,15.01900602107639
125.33522051362596,247.947639233778,12.316666675418912
124.98444789942594,249.60771792962575,12.306738133967379
123.04278399039279,236.1196755859273,12.420435178136287
122.423465666912,241.1874534057146,12.270949607472671
122.91902268461183,235.20170302530423,12.768638234511798
125.19771705256157,244.75804725272218,12.647290672175115
120.73747847527217,226.35326468050258,12.436020392395978
122.69114660781212,237.70446784474953,15.167090353583431
123.23303972382783,235.01145809780402,12.30966066005476
125.0552900999833,244.4005169416872,12.603167010077415
122.64543374810285,239.46245291244915,15.118222184088973
122.37758875417725,237.58997155214982,12.181718541648857
123.07980537388362,232.35724594073704,12.530184929930982
123.21489472716993,235.81409650291792,12.470525512976657
122.96824536555607,233.63426219469687,12.530102833775084
126.41184649427491,240.8609749910833,12.582082865795973
119.65016546277523,222.69299252093467,12.154853163081707
124.83049765926802,244.10272395789303,12.594236322098123
123.53084754757215,236.4598445315535,12.560733393063995
123.17516767501081,238.16203663516168,12.48975840345529
124.62475056361791,235.78923289899535,12.436773640048129
123.67310807953986,236.22161536965302,15.247753930187075
120.5049259245292,226.69266813056262,15.028327526420213
120.52202308756921,223.51855858108522,12.293397202278026
121.90870567337082,244.30099475560834,12.322394085084012
122.23750736444792,230.87893717591098,12.434632678770823
