MAE,RMSE,MAPE
118.02985382080078,223.6024169921875,12.18814754486084
117.79113006591797,223.4172821044922,12.110984802246094
120.55439758300781,228.82826232910156,14.684431076049805
118.31623840332031,222.47865295410156,12.120243072509766
118.84686279296875,224.60166931152344,14.40567398071289
120.3648452758789,237.9938507080078,12.264060020446777
117.75390625,223.09280395507812,12.133883476257324
118.00114440917969,217.5858917236328,12.13805866241455
121.21870422363281,247.56117248535156,12.261970520019531
117.19645690917969,228.65769958496094,11.966257095336914
116.8241195678711,214.20547485351562,11.951522827148438
115.74397277832031,225.0383758544922,12.097084999084473
115.99433898925781,213.22763061523438,11.938444137573242
117.0824203491211,216.25856018066406,12.06360149383545
118.87190246582031,231.39773559570312,14.23021125793457
122.130859375,247.37188720703125,14.337234497070312
119.07894134521484,234.40402221679688,12.132171630859375
119.49458312988281,232.25143432617188,12.23320198059082
116.63404846191406,230.55947875976562,14.137053489685059
119.18141174316406,223.23977661132812,14.341398239135742
118.24993133544922,225.96897888183594,12.083240509033203
116.74881744384766,233.86109924316406,12.100235939025879
117.6611328125,236.8298797607422,11.868887901306152
122.28389739990234,247.0980987548828,12.416607856750488
116.10083770751953,226.3058624267578,11.729578018188477
121.07242584228516,248.89930725097656,12.025920867919922
117.52006530761719,219.6519012451172,12.159626960754395
120.1221694946289,231.461669921875,14.580074310302734
115.8934555053711,213.20571899414062,12.020891189575195
122.87779998779297,253.052001953125,12.128856658935547
118.19503021240234,215.6372528076172,12.314061164855957
120.25251007080078,229.61874389648438,12.042792320251465
119.90621948242188,232.07872009277344,12.097710609436035
120.15147399902344,227.8204345703125,14.43757152557373
119.11500549316406,236.32147216796875,12.026808738708496
120.31129455566406,238.0118408203125,12.184133529663086
119.87263488769531,232.6693115234375,12.052492141723633
120.96958923339844,250.6386260986328,12.281482696533203
118.89933013916016,241.60614013671875,11.957611083984375
119.19366455078125,233.40040588378906,12.055755615234375
118.7354736328125,224.59906005859375,12.386306762695312
120.00048065185547,221.85885620117188,12.502900123596191
121.36009216308594,236.17462158203125,12.161084175109863
121.44172668457031,231.43475341796875,12.397055625915527
118.04129791259766,225.46302795410156,12.03536319732666
118.34197998046875,216.43194580078125,12.21213150024414
118.37528991699219,232.7265167236328,12.096494674682617
120.24981689453125,225.04098510742188,14.48317813873291
120.75426483154297,232.0689239501953,12.27861213684082
121.57041931152344,241.43751525878906,14.533065795898438
120.43305206298828,238.1382598876953,12.013620376586914
123.8295669555664,247.15768432617188,12.159563064575195
121.52694702148438,228.4910125732422,12.537919044494629
119.28055572509766,224.64659118652344,12.228610038757324
118.64396667480469,235.31515502929688,14.344785690307617
120.77745819091797,241.6067352294922,12.151881217956543
116.7530517578125,223.64610290527344,11.849806785583496
120.1837387084961,237.0142059326172,12.080910682678223
119.35430908203125,227.7707061767578,14.673003196716309
119.22913360595703,230.6471405029297,12.117447853088379
120.16426849365234,231.70468139648438,12.127968788146973
116.50743103027344,221.09783935546875,11.981793403625488
117.42558288574219,223.52267456054688,12.04140853881836
117.72786712646484,234.98365783691406,11.875750541687012
118.34762573242188,225.74681091308594,12.250792503356934
120.44145202636719,229.74879455566406,12.447210311889648
120.72713470458984,234.84544372558594,14.447391510009766
117.89276123046875,223.2141876220703,11.973915100097656
117.7150650024414,225.8304443359375,12.015946388244629
118.13115692138672,226.76588439941406,12.281464576721191
120.67432403564453,233.47439575195312,12.2000732421875
118.8267822265625,236.48419189453125,14.364569664001465
121.9463882446289,235.01422119140625,12.224251747131348
119.80239868164062,240.41506958007812,14.293362617492676
118.70606231689453,235.28302001953125,11.914497375488281
118.07549285888672,222.9112091064453,12.174830436706543
122.08547973632812,237.02560424804688,12.09937572479248
120.04248046875,231.37289428710938,12.091582298278809
119.09542083740234,229.87220764160156,12.148489952087402
117.97233581542969,226.2397918701172,12.245182037353516
119.55689239501953,227.07693481445312,12.248531341552734
120.10578918457031,240.17401123046875,12.111886978149414
119.33489227294922,232.09144592285156,12.142234802246094
119.3516616821289,234.07530212402344,11.950672149658203
120.06910705566406,235.0664825439453,14.433250427246094
118.89569091796875,241.4673614501953,11.98672103881836
119.43109893798828,230.92062377929688,12.220529556274414
118.60909271240234,225.59649658203125,12.18394947052002
117.77405548095703,231.5872802734375,14.399479866027832
119.9225082397461,234.46826171875,12.154163360595703
117.43682861328125,222.8653564453125,12.099841117858887
118.49747467041016,236.91827392578125,12.091513633728027
122.97978210449219,248.89796447753906,12.263044357299805
120.24726867675781,239.18948364257812,12.12551498413086
118.78619384765625,234.28598022460938,12.034930229187012
120.26236724853516,235.03717041015625,14.48670482635498
123.36613464355469,252.63558959960938,12.173964500427246
