MAE,RMSE,MAPE
110.36126169759324,207.41935451104115,11.788074912418658
108.08846905327728,193.06859543449997,11.703268931746143
110.00774188226325,214.12924195290304,11.817637844604139
110.19304043901714,205.49504420427894,14.815661631572322
110.91249431996165,214.46623363854337,11.840542237402444
110.31942883449507,219.39888707527902,11.811962414694618
112.64759521808102,226.41106370124143,14.719011716450328
111.51637546604844,216.5338887389261,11.99758777272492
109.6904445154775,200.80259928774353,11.868459187282681
109.16899263324618,201.76909451992654,11.728777247722988
