timestamp,latitude,longitude,altitude,heading_angle,ground_speed,heading_angle_sine,heading_angle_cosine,transit_time
1617060867.0,1.9611999999999998,1.5579999999999927,34000.0,212.0,481.0,-0.9983470937967718,-0.057472430847665464,1557.0
1617060929.0,1.8412000000000006,1.4879999999999995,34000.0,204.0,483.0,0.2021203593127912,-0.9793606896089245,1495.0
1617060995.0,1.7111999999999998,1.4279999999999973,34000.0,204.0,484.0,0.2021203593127912,-0.9793606896089245,1429.0
1617061052.0,1.5912000000000006,1.3780000000000001,34000.0,204.0,485.0,0.2021203593127912,-0.9793606896089245,1372.0
1617061110.0,1.4711999999999996,1.3179999999999978,33250.0,204.0,482.0,0.2021203593127912,-0.9793606896089245,1314.0
1617061165.0,1.3612000000000002,1.2680000000000007,30350.0,204.0,492.0,0.2021203593127912,-0.9793606896089245,1259.0
1617061232.0,1.2211999999999996,1.2079999999999984,28225.0,204.0,469.0,0.2021203593127912,-0.9793606896089245,1192.0
1617061292.0,1.1012000000000004,1.1479999999999961,26525.0,204.0,448.0,0.2021203593127912,-0.9793606896089245,1132.0
1617061354.0,0.991200000000001,1.097999999999999,24925.0,204.0,427.0,0.2021203593127912,-0.9793606896089245,1070.0
1617061419.0,0.8712,1.0480000000000018,22725.0,204.0,421.0,0.2021203593127912,-0.9793606896089245,1005.0
1617061473.0,0.7812000000000001,0.9980000000000047,20775.0,211.0,420.0,-0.491047853850463,-0.8711325991081119,951.0
1617061536.0,0.6812000000000005,0.9279999999999973,18750.0,213.0,411.0,-0.5877706198198406,0.8090276252864301,888.0
1617061591.0,0.5912000000000006,0.867999999999995,17425.0,213.0,386.0,-0.5877706198198406,0.8090276252864301,833.0
1617061651.0,0.5112000000000005,0.7980000000000018,14550.0,234.0,376.0,0.9988166912028082,0.048633500538969116,773.0
1617061716.0,0.45120000000000005,0.7079999999999984,12725.0,234.0,362.0,0.9988166912028082,0.048633500538969116,708.0
1617061768.0,0.4012000000000011,0.6380000000000052,11525.0,234.0,349.0,0.9988166912028082,0.048633500538969116,656.0
1617061836.0,0.3412000000000006,0.5480000000000018,10500.0,234.0,321.0,0.9988166912028082,0.048633500538969116,588.0
1617061894.0,0.2911999999999999,0.47799999999999443,9450.0,234.0,298.0,0.9988166912028082,0.048633500538969116,530.0
1617061955.0,0.24120000000000097,0.41799999999999216,7575.0,233.0,282.0,0.49873928180328125,0.8667520572726362,469.0
1617062024.0,0.19120000000000026,0.33799999999999386,5050.0,234.0,269.0,0.9988166912028082,0.048633500538969116,400.0
1617062084.0,0.1512000000000011,0.2879999999999967,3775.0,233.0,227.0,0.49873928180328125,0.8667520572726362,340.0
1617062139.0,0.11120000000000019,0.23799999999999955,2900.0,234.0,214.0,0.9988166912028082,0.048633500538969116,285.0
1617062199.0,0.08120000000000083,0.1880000000000024,2200.0,234.0,187.0,0.9988166912028082,0.048633500538969116,225.0
1617062255.0,0.06120000000000125,0.14799999999999613,2150.0,249.0,178.0,-0.727163193443649,-0.68646463135462,169.0
1617062313.0,0.0411999999999999,0.10800000000000409,2025.0,249.0,182.0,-0.727163193443649,-0.68646463135462,111.0
1617062371.0,0.02120000000000033,0.06799999999999784,1225.0,248.0,160.0,0.184752119221718,-0.982785151720906,53.0
