timestamp,latitude,longitude,altitude,heading_angle,ground_speed,heading_angle_sine,heading_angle_cosine,transit_time
1609063218.0,-0.7487999999999992,-1.9620000000000033,24850.0,82.0,448.0,0.31322878243308516,0.9496776978825432,1929.0
1609063281.0,-0.7287999999999997,-1.8320000000000078,25000.0,82.0,447.0,0.31322878243308516,0.9496776978825432,1866.0
1609063336.0,-0.7187999999999999,-1.7120000000000033,25000.0,82.0,447.0,0.31322878243308516,0.9496776978825432,1811.0
1609063397.0,-0.6988000000000003,-1.5820000000000078,25000.0,82.0,446.0,0.31322878243308516,0.9496776978825432,1750.0
1609063453.0,-0.6887999999999987,-1.4719999999999942,25000.0,82.0,446.0,0.31322878243308516,0.9496776978825432,1694.0
1609063518.0,-0.6687999999999992,-1.3320000000000078,25000.0,82.0,446.0,0.31322878243308516,0.9496776978825432,1629.0
1609063570.0,-0.6587999999999994,-1.2219999999999942,25000.0,82.0,445.0,0.31322878243308516,0.9496776978825432,1577.0
1609063635.0,-0.6387999999999998,-1.0919999999999987,25000.0,82.0,455.0,0.31322878243308516,0.9496776978825432,1512.0
1609063691.0,-0.6188000000000002,-0.9719999999999942,25000.0,82.0,455.0,0.31322878243308516,0.9496776978825432,1456.0
1609063744.0,-0.6087999999999987,-0.8619999999999948,25000.0,82.0,455.0,0.31322878243308516,0.9496776978825432,1403.0
1609063809.0,-0.5887999999999991,-0.7219999999999942,23875.0,82.0,453.0,0.31322878243308516,0.9496776978825432,1338.0
1609063870.0,-0.5787999999999993,-0.5919999999999987,21875.0,82.0,425.0,0.31322878243308516,0.9496776978825432,1277.0
1609063931.0,-0.5587999999999997,-0.4819999999999993,19900.0,82.0,414.0,0.31322878243308516,0.9496776978825432,1216.0
1609063994.0,-0.5187999999999988,-0.3719999999999999,18150.0,47.0,382.0,0.123573122745224,-0.9923354691509287,1153.0
1609064049.0,-0.4588000000000001,-0.3020000000000067,17200.0,46.0,340.0,0.9017883476488092,-0.4321779448847783,1098.0
1609064099.0,-0.4087999999999994,-0.24200000000000443,16425.0,46.0,316.0,0.9017883476488092,-0.4321779448847783,1048.0
1609064175.0,-0.3287999999999993,-0.16200000000000614,14700.0,46.0,303.0,0.9017883476488092,-0.4321779448847783,972.0
1609064224.0,-0.2788000000000004,-0.11199999999999477,13375.0,46.0,300.0,0.9017883476488092,-0.4321779448847783,923.0
1609064275.0,-0.24879999999999924,-0.06199999999999761,12000.0,85.0,299.0,-0.1760756199485871,-0.9843766433940419,872.0
1609064336.0,-0.2687999999999988,0.028000000000005798,10475.0,111.0,299.0,-0.8645514486106083,-0.5025443191453852,811.0
1609064402.0,-0.30879999999999974,0.10800000000000409,9050.0,111.0,280.0,-0.8645514486106083,-0.5025443191453852,745.0
1609064461.0,-0.3387999999999991,0.17799999999999727,7725.0,111.0,269.0,-0.8645514486106083,-0.5025443191453852,686.0
1609064523.0,-0.3287999999999993,0.24800000000000466,7175.0,73.0,242.0,-0.6767719568873076,-0.7361927182273159,624.0
1609064578.0,-0.2788000000000004,0.2680000000000007,6175.0,356.0,232.0,-0.8414872714892108,-0.5402769400239504,569.0
1609064642.0,-0.2088000000000001,0.2680000000000007,5450.0,357.0,231.0,-0.9092848819352602,0.4161742465410129,505.0
1609064698.0,-0.1487999999999996,0.2680000000000007,4975.0,357.0,231.0,-0.9092848819352602,0.4161742465410129,449.0
1609064761.0,-0.07879999999999932,0.25799999999999557,4450.0,356.0,232.0,-0.8414872714892108,-0.5402769400239504,386.0
1609064823.0,-0.018799999999998818,0.25799999999999557,3925.0,356.0,233.0,-0.8414872714892108,-0.5402769400239504,324.0
1609064882.0,0.05119999999999969,0.24800000000000466,3400.0,324.0,228.0,-0.4040652194563607,-0.9147301779353751,265.0
1609064941.0,0.05119999999999969,0.1880000000000024,2900.0,268.0,209.0,-0.8218350110128397,-0.5697255608391865,206.0
1609065007.0,0.05119999999999969,0.1280000000000001,2375.0,250.0,184.0,-0.9705280195418053,0.24098830528525864,140.0
1609065067.0,0.031200000000000117,0.07800000000000296,1500.0,248.0,155.0,0.184752119221718,-0.982785151720906,80.0
1609065121.0,0.02120000000000033,0.04800000000000182,825.0,249.0,142.0,-0.727163193443649,-0.68646463135462,26.0
